,sentences,words,word_meanings,predict_meaning,trues,second_trues
291,”道善则得之，不善则【失】之矣,失,"1、<动>丧失；失去
<例句：尚后竟失边和。>
2、<动>迷失
<例句：项王至阴陵，迷失道。>
3、<动>错过；耽误
<例句：鸡豚狗彘之畜，无失其时，七十者可以食肉矣。>
4、<名>过错；过失
<例句：帝知其冤而宥其失。>
5、<动>忍不住；禁不住
<例句：似闻胡骑走，失喜问京华。>
",<动>丧失；失去[<动>丧失；失去],0,1
292,”道善则得之，不善则失【之】矣,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。[音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。],0,1
293,”道善则得之，不善则失之【矣】,矣,"1、用于陈述句尾。助肯定语气。有的可译为''了""，有的可不译。助已然语气，说明事情已实现，可译为""了""。助将然语气，说明事情将要实现，可译为""了""。
<例句：此为长江之险已与我共之矣。>
<例句：原庄宗之所以得天下，与其所以失之者，可以知之矣。>
<例句：庭有枇杷树，吾妻死之年所手植也，今已亭亭如盖矣。>
<例句：事急而不断，祸至无日矣！>
2、用于感叹句。助感慨、讥刺、赞颂语气，可译为""了""""啊""。
<例句：甚矣，汝之不惠！>
<例句：呜呼，烈矣！>
3、用于祈使句，助请求、劝勉、禁止语气，可译为''吧""。
<例句：愿君即以遂备员而行矣。>
<例句：公子勉之矣，老臣不能从。>
4、用于疑问句末，助疑问语气。
<例句：年几何矣？>
","用于陈述句尾。助肯定语气。有的可译为''了""，有的可不译。助已然语气，说明事情已实现，可译为""了""。助将然语气，说明事情将要实现，可译为""了""。[用于陈述句尾。助肯定语气。有的可译为''了""，有的可不译。助已然语气，说明事情已实现，可译为""了""。助将然语气，说明事情将要实现，可译为""了""。]",0,1
294,《楚书》【曰】：“楚国无以为宝，惟善以为宝,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",<动>说,1,0
295,《楚书》曰：“楚国【无】以为宝，惟善以为宝,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",<动>没有,1,0
296,《楚书》曰：“楚国无【以】为宝，惟善以为宝,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
","起提宾作用，""把""。[起提宾作用，""把""。]",0,1
297,”舅犯【曰】：“亡人无以为宝，仁亲以为宝,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",<动>说,1,0
298,”舅犯曰：“亡人【无】以为宝，仁亲以为宝,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",<动>没有,1,0
299,”舅犯曰：“亡人无以为宝，【仁】亲以为宝,仁,"1、<形>仁爱；仁慈
<例句：仁以为己住，不亦重乎？>
2、<名>仁道；仁政
<例句：今王发政施仁。>
3、<名>果仁；果核中受外壳保护的部分
<例句：邺中朝士有单服杏仁枸杞黄精木车前，得益者甚多。>
",<名>仁道；仁政,1,0
300,”《秦誓》【曰】：“若有一个臣，断断兮无他技，其心休休焉，其如有容焉,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",<动>说,1,0
301,”《秦誓》曰：“【若】有一个臣，断断兮无他技，其心休休焉，其如有容焉,若,"1、表近指，""这""、""这样""、""如此""。
<例句：南宫适出，子曰：""君子哉若人！"">
2、表假设，""如果""、""假如""。
<例句：若能以吴、越之众与中国抗衡……>
3、表选择，""或""、""或者""。
<例句：以万人若一郡降者，封万户。>
4、与""夫""、""至""结合，组成""若夫""、""至若""，放在一段或另一层意思的开头，表示他转。
<例句：若夫霪雨霏霏……至若春和景明……>
","表假设，""如果""、""假如""。",1,0
302,”《秦誓》曰：“若有一个臣，断断【兮】无他技，其心休休焉，其如有容焉,兮,"1、xī<助>表示停顿或舒缓语气，相当于“啊”、“呀”
<例句：与天地兮比寿，与日月兮齐光。>
",xī<助>表示停顿或舒缓语气，相当于“啊”、“呀”,1,0
303,”《秦誓》曰：“若有一个臣，断断兮无他【技】，其心休休焉，其如有容焉,技,"1、<名>技术；技能；本领
<例句：善哉!技盖至此乎?>
2、<名>有技艺的人
<例句：故百技所成，所以养一人也。>
",<名>技术；技能；本领[<名>技术；技能；本领],0,1
304,”《秦誓》曰：“若有一个臣，断断兮无他技，其【心】休休焉，其如有容焉,心,"1、<名>心脏
<例句：顺我，即先刺心。>
2、<名>心脏所在的胸部
<例句：此臣日夜切齿拊心也。>
3、<名>内心，古人认为心是思维的器官
<例句：读书三到，谓心到，眼到，口到。>
4、<名>想法；心意
<例句：勤而无所，必有悖心。>
5、<名>中心；中央
<例句：唯见江心秋月白。>
",<名>内心，古人认为心是思维的器官,1,0
305,”《秦誓》曰：“若有一个臣，断断兮无他技，其心休休【焉】，其如有容焉,焉,"1、常用在句末，一般可不译出。
<例句：于是余有叹焉。>
2、有时用于反诘语气，可译为""呢""。
<例句：万钟于我何加焉！>
3、""焉""在句中，作形容词、副词词尾，表示语气上的停顿。
<例句：硿硿焉，余固笑而不信也。>
4、代词。相当于""之""。
<例句：使皇武子辞焉。>
<例句：惟俟夫观人风者得焉。>
<例句：犹且从师而问焉。>
<例句：去今之墓而葬焉，其为时止十有一月耳。>
5、疑问代词。译为""什么""、""哪里""等。
<例句：面目美好者，焉故必知者。>
<例句：且焉置土石？>
<例句：未知生，焉知死>
<例句：割鸡焉用牛刀>
6、兼词。相当于""于是""、""于之""等。
<例句：必死是间，余收尔骨焉。>
<例句：微波入焉。>
","""焉""在句中，作形容词、副词词尾，表示语气上的停顿。",1,0
306,”《秦誓》曰：“若有一个臣，断断兮无他技，其心休休焉，其【如】有容焉,如,"1、<动>往；到……去
<例句：入溆浦余儃佪兮，迷不知吾所如。>
2、<动>依照；遵从
<例句：先生如其指，内狼于囊。>
3、<动>顺；符合
<例句：邂逅不如意，便还就孤。>
4、<动>像；如同
<例句：日初出大如车盖。>
5、<动>及；比得上
<例句：天时不如地利。>
6、<动>用于短语“如……何”中，表示“对待……怎么办”、“把……怎么办”
<例句：如太行、王屋何？>
7、<副>不如；应该
<例句：若爱重伤，则如勿伤。>
8、<连>如果；假如
<例句：洛阳亲友如相问。>
9、<连>或者
<例句：安见方六七十，如五六十，而非邦也者？>
10、<连>至于
<例句：如其礼乐，以俟君子。>
11、词缀
<例句：……的样子>
<例句：仁义之人，其言蔼如也。>
",<连>至于[<连>至于],0,1
307,”《秦誓》曰：“若有一个臣，断断兮无他技，其心休休焉，其如有【容】焉,容,"1、<名>容量；容积
<例句：察表候以知命，犹察斗斛以知容矣。>
2、<动>容纳
<例句：方正之不容也。>
3、<动>宽容
<例句：不能容人者无亲。>
4、<动>容许；许可
<例句：亡奈何矣，姑容我入。>
5、<动>收容
<例句：或脱身以逃，不能容于远近。>
6、<名>面容；面貌
<例句：颜色憔悴，形容枯槁。>
7、<名>脸色；神色
<例句：整顿衣裳起敛容。>
8、<动>修饰面容；打扮
<例句：士为知己者死，女为悦己者容。>
",<动>宽容[<动>宽容],0,1
308,【人】之有技，若己有之；人之彦圣，其心好之，不啻若自其口出,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",<名>别人；他们,1,0
309,人【之】有技，若己有之；人之彦圣，其心好之，不啻若自其口出,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
","结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。[结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。]",0,1
310,人之有【技】，若己有之；人之彦圣，其心好之，不啻若自其口出,技,"1、<名>技术；技能；本领
<例句：善哉!技盖至此乎?>
2、<名>有技艺的人
<例句：故百技所成，所以养一人也。>
",<名>技术；技能；本领,1,0
311,人之有技，若【己】有之；人之彦圣，其心好之，不啻若自其口出,己,"1、<代>自己
<例句：知彼知己，百战不殆。>
2、<名>天干的第六位
<例句：晋师己亥过河也。>
",<代>自己,1,0
312,人之有技，若己有之；【人】之彦圣，其心好之，不啻若自其口出,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",<名>别人；他们,1,0
313,人之有技，若己有之；人【之】彦圣，其心好之，不啻若自其口出,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
","结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。[结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。]",0,1
314,人之有技，若己有之；人之【彦】圣，其心好之，不啻若自其口出,彦,"1、yàn<名>指有才学的人
<例句：彼其之子，邦之彦兮。>
<例句：张凭举孝廉，出都，负其才气，谓必参时彦。>
",yàn<名>指有才学的人,1,0
315,人之有技，若己有之；人之彦圣，其心【好】之，不啻若自其口出,好,"1、<形>容貌美
<例句：秦氏有好女，自名为罗敷。>
2、<形>好；善、佳
<例句：坏>
<例句：恶>
<例句：好雨知时节。>
<例句：正是江南好风景。>
3、<动>完毕；完成
<例句：妆好方长叹，欢余却浅颦。>
4、<副>合适；合宜
<例句：青春作伴好还家。>
5、<副>很
<例句：你这客官好不晓事。>
6、<形>病痊愈
<例句：只怕他的病一生不能好的了。>
7、<动>喜欢；喜好
<例句：余幼好此奇服兮，年既老而不衰。>
8、<名>玉器或钱币中间的孔
<例句：璧羡度尺，好三寸以为度。>
9、<形>容貌美
<例句：秦氏有好女，自名为罗敷。>
10、<形>好；善、佳
<例句：坏>
<例句：恶>
<例句：好雨知时节。>
<例句：正是江南好风景。>
11、<动>完毕；完成
<例句：妆好方长叹，欢余却浅颦。>
12、<副>合适；合宜
<例句：青春作伴好还家。>
13、<副>很
<例句：你这客官好不晓事。>
14、<形>病痊愈
<例句：只怕他的病一生不能好的了。>
15、<动>喜欢；喜好
<例句：余幼好此奇服兮，年既老而不衰。>
16、<名>玉器或钱币中间的孔
<例句：璧羡度尺，好三寸以为度。>
",<动>喜欢；喜好[<动>喜欢；喜好],0,1
316,人之有技，若己有之；人之彦圣，其心好之，不啻若自【其】口出,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
317,人之有技，若己有之；人之彦圣，其心好之，不啻若自其【口】出,口,"1、<名>嘴
<例句：为肥甘不足于口与?>
2、<名>人口
<例句：视高、曾时口已不下五六倍。>
3、<量>(一)个
<例句：献剑一口。>
<例句：水南十里有井数百口。>
4、<名>器物的口
<例句：乃取一葫芦置于地，以钱覆其口。>
5、<名>进出的通道
<例句：彭蠡之口有石钟山焉。>
<例句：山有小口，仿佛若有光。>
6、<名>刀剑的刃
<例句：砍铜剁铁，刀口不卷。>
7、<名>中医指寸脉
<例句：切其脉时，右口气急。>
",<名>嘴[<名>嘴],0,1
318,实【能】容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",<动>能够；能够达到,1,0
319,实能容【之】，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
","指示代词，表近指。可译为""这""，通常作复指性定语。",1,0
320,实能容之，以能保【我】子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,我,"1、<代>我；我们
2、<代>古代史家用来称本国或本朝
<例句：齐师伐我。>
",<代>古代史家用来称本国或本朝[<代>古代史家用来称本国或本朝],0,1
321,实能容之，以能保我子孙黎民，尚亦【有】利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",<动>与“无”相对,1,0
322,实能容之，以能保我子孙黎民，尚亦有【利】哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,利,"1、<形>锋利；锐利
<例句：钝>
<例句：金就砺则利。>
2、<名>利益；好处
<例句：害>
<例句：有蒋氏者，专其利三世矣。>
3、<动>有利；得利
<例句：良药苦口利于病。>
4、<形>顺利
<例句：操军不利，引次江北。>
5、<动>盈利；取利
<例句：不拊爱子其民，因而贾利之。>
6、<名>有利的条件、时机、形势等
<例句：三军以利用也。>
<例句：因利乘便，宰割天下。>
7、<名>胜利
<例句：兵法，百里而趋利者蹶上将。>
8、<名>物资；物产
<例句：荆州北据汉沔，利尽南海。>
",<名>利益；好处[<名>利益；好处],0,1
323,实能容之，以能保我子孙黎民，尚亦有利【哉】！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,哉,"1、<语助>表示感叹的语气，相当于“啊”
<例句：噫嘻悲哉！此秋声也。>
2、<语助>表示疑问的语气，相当于“呢”
<例句：而此独以钟名，何哉？>
3、<语助>表示反问语气
<例句：相如虽驽，独畏廉将军哉？>
",<语助>表示感叹的语气，相当于“啊”[<语助>表示感叹的语气，相当于“啊”],0,1
324,实能容之，以能保我子孙黎民，尚亦有利哉！人之有【技】，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,技,"1、<名>技术；技能；本领
<例句：善哉!技盖至此乎?>
2、<名>有技艺的人
<例句：故百技所成，所以养一人也。>
",<名>技术；技能；本领,1,0
325,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之【彦】圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,彦,"1、yàn<名>指有才学的人
<例句：彼其之子，邦之彦兮。>
<例句：张凭举孝廉，出都，负其才气，谓必参时彦。>
",yàn<名>指有才学的人,1,0
326,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，【俾】不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,俾,"1、bǐ<动>使
<例句：置老监，俾困苦不可忍。>
<例句：裨>
<例句：谋夫起予，哲士俾我。>
2、bǐ<动>使
<例句：置老监，俾困苦不可忍。>
<例句：裨>
<例句：谋夫起予，哲士俾我。>
3、bǐ<动>使
<例句：置老监，俾困苦不可忍。>
<例句：裨>
<例句：谋夫起予，哲士俾我。>
",bǐ<动>使,1,0
327,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不【能】容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",<动>能够；能够达到,1,0
328,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不【能】保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",<动>能够；能够达到,1,0
329,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保【我】子孙黎民，亦曰殆哉！”唯仁人放流之，迸诸四夷，不与同中国,我,"1、<代>我；我们
2、<代>古代史家用来称本国或本朝
<例句：齐师伐我。>
",<代>古代史家用来称本国或本朝[<代>古代史家用来称本国或本朝],0,1
330,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦【曰】殆哉！”唯仁人放流之，迸诸四夷，不与同中国,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",<动>称为[<动>称为],0,1
331,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆【哉】！”唯仁人放流之，迸诸四夷，不与同中国,哉,"1、<语助>表示感叹的语气，相当于“啊”
<例句：噫嘻悲哉！此秋声也。>
2、<语助>表示疑问的语气，相当于“呢”
<例句：而此独以钟名，何哉？>
3、<语助>表示反问语气
<例句：相如虽驽，独畏廉将军哉？>
",<语助>表示感叹的语气，相当于“啊”[<语助>表示感叹的语气，相当于“啊”],0,1
332,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”【唯】仁人放流之，迸诸四夷，不与同中国,唯,"1、<副>只；仅
<例句：实冀三横唯余其一。>
2、<助>用句首，表示希望
<例句：唯大王与群臣孰计议之。>
3、<助>用于句首，表示语气
<例句：唯求则非邦也与？>
<例句：是>
<例句：毅伪退辞谢，俯仰唯唯。>
4、<副>只；仅
<例句：实冀三横唯余其一。>
5、<助>用句首，表示希望
<例句：唯大王与群臣孰计议之。>
6、<助>用于句首，表示语气
<例句：唯求则非邦也与？>
<例句：是>
<例句：毅伪退辞谢，俯仰唯唯。>
",<副>只；仅,1,0
