,sentences,words,meanings,labels
217,所恶于上，毋以使下，所恶于下，毋以事上；所恶于前，毋以先后；所恶于后，毋以从前；所恶于右，毋以交于左；所恶于左，毋以交于右；此之谓絜【矩】之道,矩,"1、jǔ<名>画直角或方形的工具
<例句：圆者中规，方者中矩。>
<例句：动循矩法。>
<例句：循规道矩>
2、jǔ<名>画直角或方形的工具
<例句：圆者中规，方者中矩。>
<例句：动循矩法。>
<例句：循规道矩>
",0
218,《诗》【云】：“乐只君子，民之父母,云,"1、<动>说
<例句：古人云：‘死生亦大矣。’>
2、<动>有
<例句：其云益乎。>
3、<代>如此；这样
<例句：士大夫之族，曰师曰弟子云者，则群聚而笑之。>
4、<助>用于句首、句中、句末，无意义
<例句：云何吁矣>
<例句：日云莫矣。>
<例句：盖大苏泛赤壁云。>
5、<名>话
<例句：勿复有云。>
6、<名>云彩
<例句：云无心以出岫。>
7、<形>盛多的样子
<例句：天下云集响应。>
",
219,”民之所【好】好之，民之所恶恶之，此之谓民之父母,好,"1、<形>容貌美
<例句：秦氏有好女，自名为罗敷。>
2、<形>好；善、佳
<例句：坏>
<例句：恶>
<例句：好雨知时节。>
<例句：正是江南好风景。>
3、<动>完毕；完成
<例句：妆好方长叹，欢余却浅颦。>
4、<副>合适；合宜
<例句：青春作伴好还家。>
5、<副>很
<例句：你这客官好不晓事。>
6、<形>病痊愈
<例句：只怕他的病一生不能好的了。>
7、<动>喜欢；喜好
<例句：余幼好此奇服兮，年既老而不衰。>
8、<名>玉器或钱币中间的孔
<例句：璧羡度尺，好三寸以为度。>
9、<形>容貌美
<例句：秦氏有好女，自名为罗敷。>
10、<形>好；善、佳
<例句：坏>
<例句：恶>
<例句：好雨知时节。>
<例句：正是江南好风景。>
11、<动>完毕；完成
<例句：妆好方长叹，欢余却浅颦。>
12、<副>合适；合宜
<例句：青春作伴好还家。>
13、<副>很
<例句：你这客官好不晓事。>
14、<形>病痊愈
<例句：只怕他的病一生不能好的了。>
15、<动>喜欢；喜好
<例句：余幼好此奇服兮，年既老而不衰。>
16、<名>玉器或钱币中间的孔
<例句：璧羡度尺，好三寸以为度。>
",7 0
220,《诗》云：“节彼南山，维石【岩】岩,岩,"1、<名>高峻的山崖
<例句：千岩万转路不定。>
2、<名>岩石
<例句：卷石底以出，为坻，为屿，为嵁，为岩。>
3、<名>山中洞穴
<例句：盛论岩中趣。>
",0
221,《诗》云：“节彼南山，维石岩【岩】,岩,"1、<名>高峻的山崖
<例句：千岩万转路不定。>
2、<名>岩石
<例句：卷石底以出，为坻，为屿，为嵁，为岩。>
3、<名>山中洞穴
<例句：盛论岩中趣。>
",0
222,赫赫【师】尹，民具尔瞻,师,"1、<名>古代军队的编制单位，二千五百人一师
<例句：若使烛之武见秦君，师必退。>
2、<名>老师
<例句：师者，所以传道授业解惑也。>
3、<名意动>以……为师；向……学习
<例句：其闻道也，固先乎吾，吾从而师之。>
4、<动>学习；效法
<例句：吾师道也，夫庸知其年之先后生于吾乎。>
5、<名>有专门知识或技艺的人
<例句：而渔工水师虽知而不能言。>
6、<名>对宗教徒的尊称
",0
223,赫赫师【尹】，民具尔瞻,尹,"1、<动>治理
<例句：以尹天下。>
2、<名>古代长官
<例句：庶尹允谐。>
",0
224,”有国者【不】可以不慎，辟则为天下僇矣,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
225,”有国者不可【以】不慎，辟则为天下僇矣,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",0
226,”有国者不可以【不】慎，辟则为天下僇矣,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
227,”有国者不可以不慎，【辟】则为天下僇矣,辟,"1、<名>刑法;法律
<例句：制参辟铸刑书。>
2、<名>君主
<例句：荡荡上帝下民之辟。>
3、<动>征召
<例句：举孝廉不行连辟公府不就。>
4、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
5、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
6、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
7、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
8、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
9、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
10、<名>刑法;法律
<例句：制参辟铸刑书。>
11、<名>君主
<例句：荡荡上帝下民之辟。>
12、<动>征召
<例句：举孝廉不行连辟公府不就。>
13、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
14、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
15、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
16、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
17、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
18、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
19、<名>刑法;法律
<例句：制参辟铸刑书。>
20、<名>君主
<例句：荡荡上帝下民之辟。>
21、<动>征召
<例句：举孝廉不行连辟公府不就。>
22、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
23、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
24、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
25、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
26、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
27、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
",0
228,《诗》云：“【殷】之未丧师，克配上帝,殷,"1、<形>众多
<例句：士与女殷其盈矣。>
2、<形>富裕
<例句：民殷国富而不知存恤。>
3、<形>情意深厚
<例句：书中情意甚殷。>
4、<名>红黑色
<例句：左轮朱殷。>
5、<动>震动
<例句：熊咆龙吟殷岩泉。>
6、<形>众多
<例句：士与女殷其盈矣。>
7、<形>富裕
<例句：民殷国富而不知存恤。>
8、<形>情意深厚
<例句：书中情意甚殷。>
9、<名>红黑色
<例句：左轮朱殷。>
10、<动>震动
<例句：熊咆龙吟殷岩泉。>
11、<形>众多
<例句：士与女殷其盈矣。>
12、<形>富裕
<例句：民殷国富而不知存恤。>
13、<形>情意深厚
<例句：书中情意甚殷。>
14、<名>红黑色
<例句：左轮朱殷。>
15、<动>震动
<例句：熊咆龙吟殷岩泉。>
",0
229,《诗》云：“殷【之】未丧师，克配上帝,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",0
230,《诗》云：“殷之未丧【师】，克配上帝,师,"1、<名>古代军队的编制单位，二千五百人一师
<例句：若使烛之武见秦君，师必退。>
2、<名>老师
<例句：师者，所以传道授业解惑也。>
3、<名意动>以……为师；向……学习
<例句：其闻道也，固先乎吾，吾从而师之。>
4、<动>学习；效法
<例句：吾师道也，夫庸知其年之先后生于吾乎。>
5、<名>有专门知识或技艺的人
<例句：而渔工水师虽知而不能言。>
6、<名>对宗教徒的尊称
",0
231,《诗》云：“殷之未丧师，克配【上】帝,上,"1、<名>上面；位置在高处的
<例句：辍耕之垄上，怅恨久之。>
<例句：新城之上。有池洼然而方以长。>
2、<形>等级高的；质量高的；上等
<例句：拜相如为上大夫。>
<例句：群臣吏民能面刺寡人之过者，受上赏。>
3、<名>地位高的人；主持、领导的人
<例句：上下同欲者胜。>
<例句：上自劳累。>
<例句：上伟之。>
4、<形>时间或次序在前的
<例句：上称帝喾，下道歉齐桓，中述汤武。>
<例句：东方千余骑，夫婿居上头。>
5、<动>上升；登上
<例句：郡县逼迫，催臣上道。>
<例句：十里，上黄泥冈。>
6、<副>向上
<例句：哙遂入，披帷西向立，瞋目视项王，头发上指，目眦尽裂。>
<例句：上不臣于王，下不治其家，中不索交诸侯。>
7、<动>献上；送上；呈上
<例句：臣乃敢上壁。>
<例句：狱辞上。中有立决者。>
8、<动>向上；走向
<例句：上堂拜阿母。>
<例句：始复上街头理其故业。>
9、<动>装上；加上
<例句：以枪上刺刀相博击。>
10、<动>通“尚”
<例句：上农除未，黔首是富。>
11、<名>上声
<例句：至平上去入，则余病未能。>
12、<名>上面；位置在高处的
<例句：辍耕之垄上，怅恨久之。>
<例句：新城之上。有池洼然而方以长。>
13、<形>等级高的；质量高的；上等
<例句：拜相如为上大夫。>
<例句：群臣吏民能面刺寡人之过者，受上赏。>
14、<名>地位高的人；主持、领导的人
<例句：上下同欲者胜。>
<例句：上自劳累。>
<例句：上伟之。>
15、<形>时间或次序在前的
<例句：上称帝喾，下道歉齐桓，中述汤武。>
<例句：东方千余骑，夫婿居上头。>
16、<动>上升；登上
<例句：郡县逼迫，催臣上道。>
<例句：十里，上黄泥冈。>
17、<副>向上
<例句：哙遂入，披帷西向立，瞋目视项王，头发上指，目眦尽裂。>
<例句：上不臣于王，下不治其家，中不索交诸侯。>
18、<动>献上；送上；呈上
<例句：臣乃敢上壁。>
<例句：狱辞上。中有立决者。>
19、<动>向上；走向
<例句：上堂拜阿母。>
<例句：始复上街头理其故业。>
20、<动>装上；加上
<例句：以枪上刺刀相博击。>
21、<动>通“尚”
<例句：上农除未，黔首是富。>
22、<名>上声
<例句：至平上去入，则余病未能。>
",0
232,【仪】监于殷，峻命不易,仪,"1、<名>法度；标准
<例句：抚百姓，示仪轨。>
2、<名>仪器
<例句：复造侯风地动仪。>
3、<名>外貌；外表
<例句：入门上家堂，进退无颜仪。>
4、<名>礼仪；礼节
<例句：诏府中备凶仪。>
5、<名>礼物
<例句：弟却也无以为敬，谨具贺仪五十两。>
",0
233,仪监【于】殷，峻命不易,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
234,仪监于【殷】，峻命不易,殷,"1、<形>众多
<例句：士与女殷其盈矣。>
2、<形>富裕
<例句：民殷国富而不知存恤。>
3、<形>情意深厚
<例句：书中情意甚殷。>
4、<名>红黑色
<例句：左轮朱殷。>
5、<动>震动
<例句：熊咆龙吟殷岩泉。>
6、<形>众多
<例句：士与女殷其盈矣。>
7、<形>富裕
<例句：民殷国富而不知存恤。>
8、<形>情意深厚
<例句：书中情意甚殷。>
9、<名>红黑色
<例句：左轮朱殷。>
10、<动>震动
<例句：熊咆龙吟殷岩泉。>
11、<形>众多
<例句：士与女殷其盈矣。>
12、<形>富裕
<例句：民殷国富而不知存恤。>
13、<形>情意深厚
<例句：书中情意甚殷。>
14、<名>红黑色
<例句：左轮朱殷。>
15、<动>震动
<例句：熊咆龙吟殷岩泉。>
",0
235,仪监于殷，峻命【不】易,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
236,是故君子【先】慎乎德,先,"1、<形>次序或时间在前的
<例句：舟与哨相后先，几邂逅死。>
2、<动>走在前面；向前走
<例句：矢交坠兮士争先。>
3、<名>先导；前驱；表率
<例句：吾社之行为士之先者，为之声义。>
4、<动>抢先；先做
<例句：战者，必然之势也，不先于我，则先于彼。>
5、<形>从前的；过去的
<例句：果不如先愿，又非君所详。>
6、<形>对已经死去的尊长或祖先的尊
<例句：先帝创业未半而中道崩殂。>
7、<名>祖先
<例句：蒙恬者，其先齐人也。>
8、<名>前辈
<例句：尝趋百里外从乡之先达执经叩问。>
9、<副>指事情、行为发生之前
<例句：天将降大任于斯人也，必先苦其收志。>
",1 0
237,是故君子先【慎】乎德,慎,"1、<形>谨慎；慎重
<例句：忧懈怠则思慎始而敬终。>
2、<副>表示告诫，用在否定句，意思是“千万”、“一定”
<例句：多谢后世人，戒之慎勿忘。>
",1 0
238,有德此有人，有【人】此有土，有土此有财，有财此有用,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",
239,有德此有人，有人此有土，有土此有财，有财此【有】用,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",
240,有德此有人，有人此有土，有土此有财，有财此有【用】,用,"1、<动>使用
<例句：察邻国之政，无如寡人之用心也。>
2、<动>任用
<例句：忠不必用兮，贤不必以。>
3、<动>效力
<例句：吴广素爱人，士卒多为用者。>
4、<动>需要，多用于否定
<例句：木兰不用尚书郎。>
5、<名>才能
<例句：彼虽善是，其用不足称也。>
6、<名>资财
<例句：强本而节用。>
7、<名>用处；作用
<例句：此率民出于无用者，何至今不杀乎。>
8、<介>根据；凭
<例句：何用识夫婿。>
9、<介>因为；由于
<例句：非蛇蟮之穴无可寄托者，用心躁也。>
10、<介>在
<例句：古法采草药多用二月、八月，此殊未当。>
",0
241,外【本】内末，争民施夺,本,"1、<名>草木的根
<例句：臣闻求木之长者必固其根本。>
2、<名>树木的干
<例句：摇其本以观其疏密。>
3、<名>根本;基础
<例句：王欲行之刎盍反其本矣。>
4、<名>指农业
<例句：今背本而趋末食者甚众。>
5、<名>本源;根源
<例句：为是者有本有原怠与忌之谓也。>
6、<动>依照;依据
<例句：虽理想派之作亦先有本乃增损而润色之。>
7、<动>堆原,考察
<例句：抑本其成败之迹而皆自于人欤?>
8、<形>本来的,原来的
<例句：此之谓失其本心。>
9、<副>本来;原来
<例句：本在冀州之南河阳之北。>
<例句：本自无教训兼愧贵家子。>
10、<名>本钱
<例句：子本相侔则没为奴婢。>
11、<形>这里的;自己的
<例句：用芽者自从本说。>
12、<名>版本;底本
<例句：已后典籍皆为板本。>
13、<名>臣下给皇帝的奏章或书信
<例句：是无难别具本章。>
14、<量>株;棵
<例句：令口种一树榆百本薤五十本葱一畦韭。>
15、<量>书籍的一册
<例句：若止印三二本未为简易。>
",3 0
242,外本内末，【争】民施夺,争,"1、<动>争夺
<例句：相如每朝时，常称病，不欲与廉颇争列。>
2、<动>竞争
<例句：并举而争起矣。>
3、<动>争论
<例句：与贵酋处二十日，争曲直，屡当死。>
<例句：诤>
<例句：以数争不合，去。>
",0
243,外本内末，争民【施】夺,施,"1、<动>实施；实行
<例句：今王发政施仁，使天下仕者皆欲立于王之朝。>
2、<动>施展；使用
<例句：靡计不施，迄无济。>
3、<动>施加；推与
<例句：己所不欲，勿施于人。>
4、<动>搽抹
<例句：唇若施脂。>
5、<动>施舍；给予
<例句：留待作遗施，于今无会因。>
6、<名>恩惠；好处
<例句：未报秦施而伐其师。>
7、<动>设置；安放
<例句：会宾客大宴，于厅事之东北角，施八尺屏障。>
8、<动>通“弛”
<例句：遣骠骑大将军杜茂将众郡施刑屯北边。>
9、<形>邪；斜
<例句：谄施、顺意、从欲以危世者，近习。>
10、<动>斜行
<例句：蚤起，施从良人之所之。>
11、<动>延伸；延续
<例句：于是天龙闻而下之，窥头于牖，施尾于堂。>
",0
244,是故言悖而出者，亦悖而入；【货】悖而入者，亦悖而出,货,"1、<名>物品；货物
<例句：沛公居山东时，贪财货，好美姬。>
<例句：昂其直，居为奇货。>
2、<名>货币
<例句：货自龟贝，至此五铢。>
3、<动>买
<例句：昔先皇颁僧保所货西洋珠于侍臣。>
4、<动>卖
<例句：家有好李，常出货之，恐人得种，恒钻其核。>
",0
245,《【康】诰》曰：“惟命不于常,康,"1、<形>康乐；安康；安乐
<例句：黎庶康宁。>
2、<形>宽广；广大
<例句：尧乃微服游于康衢。>
3、<形>健康
<例句：四体康且直。>
4、<形>空
<例句：翰弃周鼎，宝康瓠兮。>
",0
246,《康诰》曰：“【惟】命不于常,惟,"1、<动>思考；考虑
<例句：惟王君之心，岂爱人之善。>
<例句：伏惟圣朝以孝治天下。>
2、<副>只；只是
<例句：不闻机杼声，惟闻女叹息。>
3、<介>因为
<例句：惟思既往也故生留恋心。>
4、<助>句首表语气希望
<例句：惟先生速图。>
<例句：惟>
<例句：唯>
<例句：维>
<例句：思>
<例句：惟>
<例句：维>
<例句：只>
<例句：惟>
<例句：唯>
",0
247,”道善则得之，【不】善则失之矣,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
248,《楚书》曰：“楚国无以为宝，惟【善】以为宝,善,"1、<形>好；善良
<例句：择其善者而从之，其不善者而改之。>
<例句：愿无伐善，无施劳。>
<例句：晋鄙听，大善；不听，可使击之。>
2、<动>喜欢；羡慕
<例句：善万物之得时，感吾生之行休。>
<例句：罗敷善蚕桑，采桑城南隅。>
3、<形>表示赞许
<例句：王曰：‘善。’乃下令。>
4、<名>好的行为；长处
<例句：惟王君之心，岂爱人之善，虽一能为以废，而因为及其迹邪？>
<例句：一善易能也。>
5、<动>亲善；友好
<例句：楚左尹项伯者，项羽季父也，素善留侯张良。>
6、<动>善于；擅长
<例句：君子生非异也，善假于物也。>
<例句：陈康肃公尧咨善射。>
7、<副>好好地
<例句：愿得将军之首以献秦，秦王必喜而善见臣。>
8、<形>熟悉
<例句：我看着面善，心里就算是旧相识。>
9、<动>通“缮”
<例句：善刀而藏之。>
",1 0
249,”【舅】犯曰：“亡人无以为宝，仁亲以为宝,舅,"1、<名>舅舅；舅父；母亲的兄弟
<例句：行年四岁，舅夺母志。>
2、<名>公公；丈夫的父亲
<例句：既而将诉于舅姑，舅姑爱其子，不能御。>
",0
250,”舅犯曰：“【亡】人无以为宝，仁亲以为宝,亡,"1、<动>逃跑
<例句：今亡亦死，举大计亦死。>
<例句：臣尝有罪，窃计欲亡走燕。>
2、<动>丢失；失掉
<例句：暮而果大亡其财。>
<例句：诸侯之所亡，与战败而亡者，其实亦百倍。>
3、<动>灭亡
<例句：寡人虽亡国之余，不鼓不成列。>
<例句：遂并起而亡秦族矣。>
4、<动>死亡
<例句：今刘表新亡，二子不协。>
5、<动>通“忘”
<例句：人不能自止于足，而亡其富之涯矣。>
6、通“无”
<例句：没有>
<例句：不>
<例句：河曲智叟亡以应。>
<例句：他日来，幸亡阻我也。>
",
251,”舅犯曰：“亡人无以为宝，仁【亲】以为宝,亲,"1、<名>父母
<例句：冯公有亲乎?>
2、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
3、<名>亲人；亲族
<例句：外无期功强近之亲。>
4、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
5、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
6、<名>父母
<例句：冯公有亲乎?>
7、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
8、<名>亲人；亲族
<例句：外无期功强近之亲。>
9、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
10、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
11、<名>父母
<例句：冯公有亲乎?>
12、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
13、<名>亲人；亲族
<例句：外无期功强近之亲。>
14、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
15、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
",2 0
252,”《秦誓》曰：“若有一个臣，断断兮无他技，其心【休】休焉，其如有容焉,休,"1、<动>休息
<例句：负者歌于途，行者休于树。>
2、<名>吉祥；喜庆
<例句：休祲降于天。>
3、<动>停止；结束
<例句：少年大骇，急解令休止。>
4、<副>不要
<例句：则这攒典哥哥休强挺。>
",0
253,”《秦誓》曰：“若有一个臣，断断兮无他技，其心休【休】焉，其如有容焉,休,"1、<动>休息
<例句：负者歌于途，行者休于树。>
2、<名>吉祥；喜庆
<例句：休祲降于天。>
3、<动>停止；结束
<例句：少年大骇，急解令休止。>
4、<副>不要
<例句：则这攒典哥哥休强挺。>
",0
254,”《秦誓》曰：“若有一个臣，断断兮无他技，其心休休焉，其【如】有容焉,如,"1、<动>往；到……去
<例句：入溆浦余儃佪兮，迷不知吾所如。>
2、<动>依照；遵从
<例句：先生如其指，内狼于囊。>
3、<动>顺；符合
<例句：邂逅不如意，便还就孤。>
4、<动>像；如同
<例句：日初出大如车盖。>
5、<动>及；比得上
<例句：天时不如地利。>
6、<动>用于短语“如……何”中，表示“对待……怎么办”、“把……怎么办”
<例句：如太行、王屋何？>
7、<副>不如；应该
<例句：若爱重伤，则如勿伤。>
8、<连>如果；假如
<例句：洛阳亲友如相问。>
9、<连>或者
<例句：安见方六七十，如五六十，而非邦也者？>
10、<连>至于
<例句：如其礼乐，以俟君子。>
11、词缀
<例句：……的样子>
<例句：仁义之人，其言蔼如也。>
",0
255,人之有技，【若】己有之；人之彦圣，其心好之，不啻若自其口出,若,"1、表近指，""这""、""这样""、""如此""。
<例句：南宫适出，子曰：""君子哉若人！"">
2、表假设，""如果""、""假如""。
<例句：若能以吴、越之众与中国抗衡……>
3、表选择，""或""、""或者""。
<例句：以万人若一郡降者，封万户。>
4、与""夫""、""至""结合，组成""若夫""、""至若""，放在一段或另一层意思的开头，表示他转。
<例句：若夫霪雨霏霏……至若春和景明……>
",0
256,人之有技，若己有之；人之彦圣，其心好之，【不】啻若自其口出,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
257,人之有技，若己有之；人之彦圣，其心好之，不啻【若】自其口出,若,"1、表近指，""这""、""这样""、""如此""。
<例句：南宫适出，子曰：""君子哉若人！"">
2、表假设，""如果""、""假如""。
<例句：若能以吴、越之众与中国抗衡……>
3、表选择，""或""、""或者""。
<例句：以万人若一郡降者，封万户。>
4、与""夫""、""至""结合，组成""若夫""、""至若""，放在一段或另一层意思的开头，表示他转。
<例句：若夫霪雨霏霏……至若春和景明……>
",0
