,Unnamed: 0,句子,字,释义,正确选项（填序号）：
1379,1379,曰：君臣也，父子也，夫妇也，昆弟也，朋友之交也，五者天下之达道【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",1
838,838,子曰：“鬼神之为德，其盛矣乎？！视之而弗见，听之而弗闻，体物而不可遗，使天下之人齐明盛服，以承【祭】祀,祭,"1、<动>祭祀；祭奠
<例句：王师北定中原日，家祭毋忘告乃翁。>
2、<动>旧小说中谓念咒施放法宝为祭
<例句：今晚初更，各将异宝祭于空中。>
3、<动>祭祀；祭奠
<例句：王师北定中原日，家祭毋忘告乃翁。>
4、<动>旧小说中谓念咒施放法宝为祭
<例句：今晚初更，各将异宝祭于空中。>
",1
31,31,是故君子戒慎乎其所【不】睹，恐惧乎其所不闻,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
1236,1236,子曰：“【文】武之政，布在方策,文,"1、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
2、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
3、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
4、<名>文字
<例句：独其文犹可识。>
5、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
6、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
7、<名>文化；文教
<例句：文王既没，文不在兹乎？>
8、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
9、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
10、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
11、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
12、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
13、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
14、<名>文字
<例句：独其文犹可识。>
15、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
16、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
17、<名>文化；文教
<例句：文王既没，文不在兹乎？>
18、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
19、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
20、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
",5
1365,1365,曰：君臣也，父子也，【夫】妇也，昆弟也，朋友之交也，五者天下之达道也,夫,"1、<名>成年男子
<例句：遂率子孙荷担者三夫。>
<例句：一夫不耕，或受之饥。>
2、<名>大丈夫
<例句：闻敌强而退，非夫也。>
3、<名>指服劳役或从事某种体力劳动的人
<例句：农夫心内如汤煮，公子王孙把扇摇。>
<例句：宫人早起笑相呼，不识阶前扫地夫。>
4、<名>女子的配偶；丈夫
<例句：罗敷自有夫。>
5、<代>⒈这；那
<例句：乐夫天命复奚疑？>
<例句：使夫往而学焉。>
6、<助>⒈用在句首，引起议论
<例句：夫晋何厌之有？>
<例句：食夫稻，衣夫锦，放女安乎？>
<例句：啊>
<例句：吧>
<例句：后之视今，亦犹今之视昔，悲夫！>
7、<名>成年男子
<例句：遂率子孙荷担者三夫。>
<例句：一夫不耕，或受之饥。>
8、<名>大丈夫
<例句：闻敌强而退，非夫也。>
9、<名>指服劳役或从事某种体力劳动的人
<例句：农夫心内如汤煮，公子王孙把扇摇。>
<例句：宫人早起笑相呼，不识阶前扫地夫。>
10、<名>女子的配偶；丈夫
<例句：罗敷自有夫。>
11、<代>⒈这；那
<例句：乐夫天命复奚疑？>
<例句：使夫往而学焉。>
12、<助>⒈用在句首，引起议论
<例句：夫晋何厌之有？>
<例句：食夫稻，衣夫锦，放女安乎？>
<例句：啊>
<例句：吧>
<例句：后之视今，亦犹今之视昔，悲夫！>
",4
711,711,在上位不陵下，在下【位】不援上，正己而不求于人，则无怨,位,"1、<名>位置；方位
<例句：阴阳易位，时不当兮。>
2、<名>官位；爵位
<例句：位卑则足羞，官盛则近谀。>
3、<名>位次；座位
<例句：位在廉颇之右。>
4、<名>特指帝王或诸侯之位
<例句：遂赐衣带诏，有朕位几不保，命康与四卿及同志设法筹救之语。>
5、<量>称人的敬辞
<例句：端的亏管营、差拨两位用心。>
",2
192,192,"【夫】！”
",夫,"1、<名>成年男子
<例句：遂率子孙荷担者三夫。>
<例句：一夫不耕，或受之饥。>
2、<名>大丈夫
<例句：闻敌强而退，非夫也。>
3、<名>指服劳役或从事某种体力劳动的人
<例句：农夫心内如汤煮，公子王孙把扇摇。>
<例句：宫人早起笑相呼，不识阶前扫地夫。>
4、<名>女子的配偶；丈夫
<例句：罗敷自有夫。>
5、<代>⒈这；那
<例句：乐夫天命复奚疑？>
<例句：使夫往而学焉。>
6、<助>⒈用在句首，引起议论
<例句：夫晋何厌之有？>
<例句：食夫稻，衣夫锦，放女安乎？>
<例句：啊>
<例句：吧>
<例句：后之视今，亦犹今之视昔，悲夫！>
7、<名>成年男子
<例句：遂率子孙荷担者三夫。>
<例句：一夫不耕，或受之饥。>
8、<名>大丈夫
<例句：闻敌强而退，非夫也。>
9、<名>指服劳役或从事某种体力劳动的人
<例句：农夫心内如汤煮，公子王孙把扇摇。>
<例句：宫人早起笑相呼，不识阶前扫地夫。>
10、<名>女子的配偶；丈夫
<例句：罗敷自有夫。>
11、<代>⒈这；那
<例句：乐夫天命复奚疑？>
<例句：使夫往而学焉。>
12、<助>⒈用在句首，引起议论
<例句：夫晋何厌之有？>
<例句：食夫稻，衣夫锦，放女安乎？>
<例句：啊>
<例句：吧>
<例句：后之视今，亦犹今之视昔，悲夫！>
",0
581,581,忠恕违道不远，【施】诸己而不愿，亦勿施于人,施,"1、<动>实施；实行
<例句：今王发政施仁，使天下仕者皆欲立于王之朝。>
2、<动>施展；使用
<例句：靡计不施，迄无济。>
3、<动>施加；推与
<例句：己所不欲，勿施于人。>
4、<动>搽抹
<例句：唇若施脂。>
5、<动>施舍；给予
<例句：留待作遗施，于今无会因。>
6、<名>恩惠；好处
<例句：未报秦施而伐其师。>
7、<动>设置；安放
<例句：会宾客大宴，于厅事之东北角，施八尺屏障。>
8、<动>通“弛”
<例句：遣骠骑大将军杜茂将众郡施刑屯北边。>
9、<形>邪；斜
<例句：谄施、顺意、从欲以危世者，近习。>
10、<动>斜行
<例句：蚤起，施从良人之所之。>
11、<动>延伸；延续
<例句：于是天龙闻而下之，窥头于牖，施尾于堂。>
",3
1029,1029,武王末受命，周公成文、武之德，追王大王、【王】季，上祀先公以天子之礼,王,"1、<名>帝王；君主
<例句：先王之所以为法者，何也?>
2、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级
<例句：王侯将相，宁有种乎。>
3、<动>朝见王
<例句：莫敢不来王。>
4、<动>称王；统治天下
<例句：沛公欲王关中。>
5、<名使动>封……为王；拥戴……为王
<例句：先破秦入咸阳者王之。>
6、<名>帝王；君主
<例句：先王之所以为法者，何也?>
7、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级
<例句：王侯将相，宁有种乎。>
8、<动>朝见王
<例句：莫敢不来王。>
9、<动>称王；统治天下
<例句：沛公欲王关中。>
10、<名使动>封……为王；拥戴……为王
<例句：先破秦入咸阳者王之。>
",5
187,187,子【曰】,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
922,922,故栽【者】培之，倾者覆之,者,"1、助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。
<例句：将藏之于家，使来者读之，悲予志焉。>
<例句：用叶者取叶初长足时，用芽者自从本说，用花者取花初敷时，用实者成实时采。>
2、""者""的另一种用法是放在一个词或一组词后边，起提顿作用，先用""……者""提出在说明的事物，稍微停顿一下，然后说明或论断。
<例句：大阉之乱，缙绅而能不易其志者，四海之大，有几人欤？>
<例句：古之让天子者，是去监门之养而离臣虏之劳也。>
3、""者""有时放在时间副词之后，起语助作用，可不译。
<例句：今者项庄拔剑舞，其意常在沛公也。>
4、""者""有时放在数词后边，可译为""个""""样""之类。
<例句：此数者用兵之患也，而操皆冒行之。>
",1
1275,1275,故为政在人，取人以身，修身以道，【修】道以仁,修,"1、<动>修饰
<例句：参为人矜严，好修容仪。>
2、<动>撰写；修改；润色
<例句：幕下儒生设意修词，援古证今，极力为之。>
3、<动>修理；修造；修建
<例句：修守战之具。>
4、<动>整治；治理
<例句：外结好孙权，内修政理。>
5、<动>修养；修行
<例句：臣修身洁行数十年。>
6、<动>效法；学习
<例句：一善易修也，一艺易能也。>
7、<形>长；高
<例句：此地有崇山峻岭，茂林修竹。>
8、<形>善；美好
<例句：老冉冉其将至，恐修名之不立。>
",5
233,233,子曰：“人皆曰予知，驱而纳诸罟【护】陷阱之中，而莫之知辟也,护,"1、<动>保卫；保护
<例句：高祖为布衣时，何数以吏事护高祖。>
<例句：烦公幸卒调护太子。>
2、<动>统辖；统率
<例句：今日大王尊官之，令护军。>
",0
18,18,道也者，不可须臾【离】也，可离非道也,离,"1、<动>分离；分散
<例句：父子不相见，兄弟妻子离散。>
2、<动>离开；离别
<例句：今当远离，临表涕零。>
3、<动>距离；相隔
<例句：只是小家离得远了。>
4、<动>背离；违背
<例句：如有离违，宜别图之。>
5、<动>通“罹”
<例句：‘离骚’者，犹离忧也。>
<例句：昔年疾疫，亲故多离其灾。>
",4
1023,1023,武王末受命，周【公】成文、武之德，追王大王、王季，上祀先公以天子之礼,公,"1、<形>公家的；公共的
<例句：大道之行也，天下为公公。>
<例句：天下有公利而莫或兴之。有公害而或除之>
2、<形>公正；无私
<例句：邪曲之害公也。>
<例句：无患有词之不公。>
<例句：谦约节敛，廉公有威。>
3、<副>公然；公开
<例句：残贼公行，莫之或止。>
<例句：惟予之公书与张氏之吝书若不相类。>
4、<名>古代公、侯、伯、子、男五等爵位的第一等，后成为诸侯的代称
5、<名>对男子的尊称
<例句：我孰与城北徐公美？>
<例句：公等遇雨，皆已失期。>
<例句：都督阎公之雅望，棨戟遥临。>
6、<名>丈夫的父亲
<例句：便可白公姥，及时相遣归。>
",4
