,sentences,words,meanings,labels
1435,君子所不可及者，其唯人【之】所不见乎！《诗》云：“相在尔室，尚不愧于屋漏,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
1436,君子所不可及者，其唯人之【所】不见乎！《诗》云：“相在尔室，尚不愧于屋漏,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",1
1437,君子所不可及者，其唯人之所【不】见乎！《诗》云：“相在尔室，尚不愧于屋漏,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",3
1438,君子所不可及者，其唯人之所不【见】乎！《诗》云：“相在尔室，尚不愧于屋漏,见,"1、<动>看；看到
<例句：见牛未见羊也。>
2、<动>遇见；碰见
<例句：儿童相见不相识。>
3、<动>见面；会面
<例句：移船相近邀相见。>
4、<动>拜见；谒见
<例句：于是入朝见威王。>
5、<动>召见；接见
<例句：秦王坐章台见相如。>
6、<动>知道；懂得
<例句：乃翁见事可怜迟。>
7、<动>听见；听到
<例句：总不许见哭声。>
8、<名>见解；见识
<例句：敢陈愚见。>
9、<副>用在动词前，表被动，译为“被”
<例句：信而见疑，忠而被谤。>
10、<副>在动词前，表示说话人自己，可译为“我”
<例句：君既若见录，不久望君来。>
11、<动>同“现”，出现；显现
<例句：锥之处囊中，其未立见。>
12、<动使动>使……拜见
<例句：止子路宿，杀鸡为黍而食之，见其二子焉。>
13、<动>看；看到
<例句：见牛未见羊也。>
14、<动>遇见；碰见
<例句：儿童相见不相识。>
15、<动>见面；会面
<例句：移船相近邀相见。>
16、<动>拜见；谒见
<例句：于是入朝见威王。>
17、<动>召见；接见
<例句：秦王坐章台见相如。>
18、<动>知道；懂得
<例句：乃翁见事可怜迟。>
19、<动>听见；听到
<例句：总不许见哭声。>
20、<名>见解；见识
<例句：敢陈愚见。>
21、<副>用在动词前，表被动，译为“被”
<例句：信而见疑，忠而被谤。>
22、<副>在动词前，表示说话人自己，可译为“我”
<例句：君既若见录，不久望君来。>
23、<动>同“现”，出现；显现
<例句：锥之处囊中，其未立见。>
24、<动使动>使……拜见
<例句：止子路宿，杀鸡为黍而食之，见其二子焉。>
",1
1439,君子所不可及者，其唯人之所不见【乎】！《诗》云：“相在尔室，尚不愧于屋漏,乎,"1、表疑问语气，可译为""吗""""呢""。
<例句：儿寒乎？欲食乎？>
<例句：岂有相公此时出见客乎？>
<例句：欲安所归乎？>
2、表测度语气，可译为""吧""。
<例句：王之好乐甚，则齐其庶几乎。>
<例句：其皆出于此乎？>
3、用于感叹句，可译为""啊""""呀""等。
<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>
4、用在句中的停顿处。
<例句：胡为乎遑遑欲何之？>
5、表反问语气，“吗”“呢”。
<例句：夫庸知其年之先后生于吾乎？>
6、表婉商语气，“吗”。
<例句：举大计亦死，等死，死国可乎>
7、用于祈使句，可不译。
<例句：长铗归来乎﹗出无车>
8、在。
<例句：出，跳梁乎井干之上。>
9、对、对于。
<例句：吾尝疑乎是。>
10、比。
<例句：其闻道也固先乎吾，吾从而师之。>
11、此外，可作词尾。
<例句：恢恢乎其于游刃必有余地矣！>
",3
1440,君子所不可及者，其唯人之所不见乎！《【诗】》云：“相在尔室，尚不愧于屋漏,诗,"1、<名>一种文学体裁；诗歌
<例句：时人伤之，为诗云尔。>
2、<名>指《诗经》
<例句：诗云：‘他人有心，予忖度之。’>
",2
1441,君子所不可及者，其唯人之所不见乎！《诗》【云】：“相在尔室，尚不愧于屋漏,云,"1、<动>说
<例句：古人云：‘死生亦大矣。’>
2、<动>有
<例句：其云益乎。>
3、<代>如此；这样
<例句：士大夫之族，曰师曰弟子云者，则群聚而笑之。>
4、<助>用于句首、句中、句末，无意义
<例句：云何吁矣>
<例句：日云莫矣。>
<例句：盖大苏泛赤壁云。>
5、<名>话
<例句：勿复有云。>
6、<名>云彩
<例句：云无心以出岫。>
7、<形>盛多的样子
<例句：天下云集响应。>
",1
1442,君子所不可及者，其唯人之所不见乎！《诗》云：“【相】在尔室，尚不愧于屋漏,相,"1、<动>仔细看；观察
<例句：伯乐学相马。>
2、<名>相貌
<例句：儿已薄禄相，幸复得此妇。>
3、<动>帮助；辅助
<例句：至于幽暗昏惑而物以相之，亦不能至也。>
4、<名>帮助别人的人
<例句：危而不持，颠而不扶，则将用彼相矣。>
5、<名>辅佐君王的大臣；宰相
<例句：且庸人尚羞之，况于将相乎？>
6、<名>主持礼节仪式的人
<例句：宗庙之事。如会同，端章甫，愿为小相焉。>
7、<副>互相
<例句：茕茕孑立，形影相吊。>
8、<副>表示动作偏向一方
<例句：便可白公姥，及时相遣归。>
9、<副>递相；相继
<例句：吾本寒家，世以清白相承。>
10、<动>仔细看；观察
<例句：伯乐学相马。>
11、<名>相貌
<例句：儿已薄禄相，幸复得此妇。>
12、<动>帮助；辅助
<例句：至于幽暗昏惑而物以相之，亦不能至也。>
13、<名>帮助别人的人
<例句：危而不持，颠而不扶，则将用彼相矣。>
14、<名>辅佐君王的大臣；宰相
<例句：且庸人尚羞之，况于将相乎？>
15、<名>主持礼节仪式的人
<例句：宗庙之事。如会同，端章甫，愿为小相焉。>
16、<副>互相
<例句：茕茕孑立，形影相吊。>
17、<副>表示动作偏向一方
<例句：便可白公姥，及时相遣归。>
18、<副>递相；相继
<例句：吾本寒家，世以清白相承。>
",1
1443,君子所不可及者，其唯人之所不见乎！《诗》云：“相【在】尔室，尚不愧于屋漏,在,"1、<动>存在
<例句：强秦之所以不敢加兵于赵者，徒以吾两人在也。>
2、<动>居于；处于
<例句：君之病在肠胃。>
<例句：以相如功大，拜为上卿，位在廉颇之右。>
3、<动>在于；取决于
<例句：驽马十驾，功在不会舍。>
4、<介>在
<例句：横柯上蔽，在昼犹昏。>
<例句：要留青白在人间。>
",2
1444,君子所不可及者，其唯人之所不见乎！《诗》云：“相在尔室，【尚】不愧于屋漏,尚,"1、<动>尊崇；崇尚；爱好
<例句：臣欲使士大夫尊尚武勇。>
<例句：宣德间，宫中尚促织之戏。>
2、<动>高出；超出
<例句：好仁者无以尚之。>
3、<动>与地位比自己高的人婚配
<例句：平阳侯曹寿尚武帝妹阳信长公主。>
4、<形>自高自大
<例句：虽才高于世，而无骄尚之情。>
5、<副>尚且
<例句：臣以为布衣之交尚不相欺，况大国乎？>
6、<副>还
<例句：盖余所至，比好游者尚不能十一，然视其左右，来而记之者已少。>
",5
1445,君子所不可及者，其唯人之所不见乎！《诗》云：“相在尔室，尚【不】愧于屋漏,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",2
1446,君子所不可及者，其唯人之所不见乎！《诗》云：“相在尔室，尚不【愧】于屋漏,愧,"1、<动>羞愧；感到惭愧
<例句：本自无教训，兼愧贵家子。>
2、<动>愧对；对不起
<例句：吾上恐负朝廷，下恐愧吾师也。>
",1
1447,君子所不可及者，其唯人之所不见乎！《诗》云：“相在尔室，尚不愧【于】屋漏,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",2
1448,君子所不可及者，其唯人之所不见乎！《诗》云：“相在尔室，尚不愧于屋【漏】,漏,"1、<动>水从孔隙透过或滴下
<例句：床头屋漏无干处。>
2、<名>遗漏；疏漏
<例句：必能裨补阙漏，有所广益。>
3、<动>漏掉；遗漏
<例句：罔漏吞舟之鱼。>
4、<动>泄露
<例句：大臣奏事，不宜漏泄。>
5、<名>古代滴水计时的漏壶
<例句：择健卒十人，令二人蹲踞而背倚之，漏鼓移则番代。>
",1
1449,”【故】君子不动而敬，不言而信,故,"1、<名>事故；变故
<例句：今也不幸至于大故。>
<例句：乡园多故，不能不动客子之愁。>
2、<名>缘故；原因
<例句：赵王岂以一璧之故欺秦邪？>
3、<形>旧；旧的；原来的
<例句：此为其故迹，岂信然邪？>
4、<副>旧时；从前
<例句：轩东故尝为厨，人往，从轩前过。>
5、<名>老朋友；旧交情
<例句：若非故人乎？>
<例句：君安与项伯有故？>
6、<形>衰退；衰老
<例句：暮去春来颜色故。>
7、<动>死亡；去世
<例句：目今其祖早故，只有个儿子。>
8、<副>故意；特意
<例句：将尉醉，广故数言欲亡，忿恚尉。>
9、<副>还是；仍然
<例句：大人故嫌迟。>
10、<副>通“固”，本来
<例句：此物故非西产。>
11、<连>所以；因此
<例句：其志洁，故其称物芳。>
",11
1450,”故君【子】不动而敬，不言而信,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",4
1451,”故君子【不】动而敬，不言而信,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
1452,”故君子不动【而】敬，不言而信,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",2
1453,”故君子不动而【敬】，不言而信,敬,"1、<形>严肃；慎重
<例句：君子敬而无失，与人恭而有礼。>
2、<动>严肃慎重地对待
<例句：忧懈台则思慎始而敬终。>
3、<动>尊敬；敬重
<例句：北虽貌敬，实则愤怒。>
4、<名>敬意
<例句：严大国之威以修敬也。>
5、<形>恭敬
<例句：公子使客斩其仇头，敬进如姬。>
",2
1454,”故君子不动而敬，【不】言而信,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
1455,”故君子不动而敬，不【言】而信,言,"1、<动>说；谈论
<例句：此人一一为具言所闻。>
<例句：吾能弭谤矣，乃不敢言。>
2、<名>言语；言论
<例句：至军中，具以沛公言报项王。>
<例句：王不听，于国人莫敢出言，三年，乃流王于彘。>
3、<名>一字为一言
<例句：因为长句，歌以赠之，凡六百一十六言。>
4、<名>一句为言
<例句：今吾且死，而侯生曾无一言半辞送我，我岂有所失哉？>
5、<名>著作；书籍
<例句：焚百家之言，以愚黔首。>
6、<助>无实在意义
<例句：世与我相违，复驾言兮焉求？>
7、词缀，多用于动词之前
<例句：既盟之后，言归于好。>
",1
1456,”故君子不动而敬，不言【而】信,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",2
1457,”故君子不动而敬，不言而【信】,信,"1、<形>言语真实；诚实
<例句：牺牲玉帛，弗敢加也，必以信。>
2、<形>实在的；真实的
<例句：呜呼！其信然邪？>
3、<副>确实；的确
<例句：闻之，一人飞升，仙及鸡犬，信夫！。>
4、<动>相信；信任
<例句：成述其异，宰不信。>
5、<名>信用
<例句：则直前诟虏帅失信。>
6、<动>讲信用
<例句：信者效其忠。>
7、<名>信物；凭证
<例句：是皆不足以执信也。>
8、<名>使者；送信的人
<例句：自可断来信，徐徐更谓之。>
9、<名>消息；音讯
<例句：长天茫茫，信耗莫通。>
10、<名>快信；信件
<例句：弟于内家信中写明，不劳吾兄多虑。>
11、<动>任随；随意
<例句：低眉信手续续弹。>
12、<动>通“伸”
<例句：狼欣然从之，信足先生。>
13、<形>言语真实；诚实
<例句：牺牲玉帛，弗敢加也，必以信。>
14、<形>实在的；真实的
<例句：呜呼！其信然邪？>
15、<副>确实；的确
<例句：闻之，一人飞升，仙及鸡犬，信夫！。>
16、<动>相信；信任
<例句：成述其异，宰不信。>
17、<名>信用
<例句：则直前诟虏帅失信。>
18、<动>讲信用
<例句：信者效其忠。>
19、<名>信物；凭证
<例句：是皆不足以执信也。>
20、<名>使者；送信的人
<例句：自可断来信，徐徐更谓之。>
21、<名>消息；音讯
<例句：长天茫茫，信耗莫通。>
22、<名>快信；信件
<例句：弟于内家信中写明，不劳吾兄多虑。>
23、<动>任随；随意
<例句：低眉信手续续弹。>
24、<动>通“伸”
<例句：狼欣然从之，信足先生。>
",6
1458,《【诗】》曰：“奏假无言，时靡有争,诗,"1、<名>一种文学体裁；诗歌
<例句：时人伤之，为诗云尔。>
2、<名>指《诗经》
<例句：诗云：‘他人有心，予忖度之。’>
",2
1459,《诗》【曰】：“奏假无言，时靡有争,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
1460,《诗》曰：“【奏】假无言，时靡有争,奏,"1、<动>进；运
<例句：奏刀騞然，莫不中音。>
2、<动>进献
<例句：相如奉壁奏秦王。>
3、<动>向君王进言或上书
<例句：君密奏请皇上结以恩遇。>
4、<名>奏章
<例句：俟封奏时潜易之而已。>
5、<动>演奏
<例句：寡人窃闻赵王好音，请奏瑟。>
<例句：钟期既遇，奏流水以何惭。>
",5
1461,《诗》曰：“奏【假】无言，时靡有争,假,"1、<动>借；贷
<例句：以是人多以书假余，余因得遍观群书。>
2、<动>凭借；借助
<例句：君子生非异也，善假于物也。>
3、<动>用；须
<例句：将军之所知，不假仆一二谈也。>
4、<动>给予
<例句：汉人未可假大兵权。>
5、<形>非正式的；代理的
<例句：乃相与共立项羽为假上将军。>
6、<形>虚假的；假的
<例句：那里去辨甚么真共假?>
7、<动>假装；装作
<例句：乃悟前狼假寐，盖以诱敌。>
8、<连>假使；假如
<例句：仆自卜固无取，假令有取，亦不敢为人师。>
9、<名>假期
<例句：府吏闻此变，因求假暂归。>
10、<名>通“暇”，空闲时间
<例句：岂急于富贵未假度者耶?>
11、<形>通“遐”
<例句：世以为登假焉。>
12、<动>借；贷
<例句：以是人多以书假余，余因得遍观群书。>
13、<动>凭借；借助
<例句：君子生非异也，善假于物也。>
14、<动>用；须
<例句：将军之所知，不假仆一二谈也。>
15、<动>给予
<例句：汉人未可假大兵权。>
16、<形>非正式的；代理的
<例句：乃相与共立项羽为假上将军。>
17、<形>虚假的；假的
<例句：那里去辨甚么真共假?>
18、<动>假装；装作
<例句：乃悟前狼假寐，盖以诱敌。>
19、<连>假使；假如
<例句：仆自卜固无取，假令有取，亦不敢为人师。>
20、<名>假期
<例句：府吏闻此变，因求假暂归。>
21、<名>通“暇”，空闲时间
<例句：岂急于富贵未假度者耶?>
22、<形>通“遐”
<例句：世以为登假焉。>
",0
1462,《诗》曰：“奏假【无】言，时靡有争,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",1
1463,《诗》曰：“奏假无【言】，时靡有争,言,"1、<动>说；谈论
<例句：此人一一为具言所闻。>
<例句：吾能弭谤矣，乃不敢言。>
2、<名>言语；言论
<例句：至军中，具以沛公言报项王。>
<例句：王不听，于国人莫敢出言，三年，乃流王于彘。>
3、<名>一字为一言
<例句：因为长句，歌以赠之，凡六百一十六言。>
4、<名>一句为言
<例句：今吾且死，而侯生曾无一言半辞送我，我岂有所失哉？>
5、<名>著作；书籍
<例句：焚百家之言，以愚黔首。>
6、<助>无实在意义
<例句：世与我相违，复驾言兮焉求？>
7、词缀，多用于动词之前
<例句：既盟之后，言归于好。>
",0
1464,《诗》曰：“奏假无言，【时】靡有争,时,"1、<名>季节；时节
<例句：不违农时，谷不可胜食也。>
2、<名>天气；气候
<例句：今天时顺正，死者尚稀。>
3、<名>时辰；时刻
<例句：斧斤以时入山林，林木不可胜用也。>
4、<名>过去或将来的某个时间；某一事情发生的时候
<例句：我以日始出时去人近。>
5、<名>时代
<例句：世易时移，变法宜矣。>
6、<名>时事；时势
<例句：感时花溅泪，恨别鸟惊心。>
7、<名>时俗；时尚
<例句：不拘于时，学于余。>
8、<名>时机；机遇
<例句：大丈夫相时而动。>
9、<名>时运
<例句：时不利兮骓不逝。>
10、<副>按时
<例句：学而时习之，不亦说乎？>
11、<副>当时
<例句：故列叙时人，录其所述。>
12、<副>时常；经常
<例句：小鸟时来啄食，人至不去。>
",11
1465,《诗》曰：“奏假无言，时【靡】有争,靡,"1、<形>奢侈；浪费
<例句：生之者甚少，而靡之者甚多。>
2、<形>细腻
<例句：靡颜腻理。>
3、<动>倒下
<例句：吾视其辙乱，望其旗靡，故逐之。>
4、<动>退下；败退
<例句：左右欲刃相如，相如张目叱之，左右皆靡。>
5、<动>没有；无
<例句：于败堵丛草处，控石发穴，靡计不施。>
6、<副>不
<例句：三岁为妇，靡室劳矣。>
7、<形>奢侈；浪费
<例句：生之者甚少，而靡之者甚多。>
8、<形>细腻
<例句：靡颜腻理。>
9、<动>倒下
<例句：吾视其辙乱，望其旗靡，故逐之。>
10、<动>退下；败退
<例句：左右欲刃相如，相如张目叱之，左右皆靡。>
11、<动>没有；无
<例句：于败堵丛草处，控石发穴，靡计不施。>
12、<副>不
<例句：三岁为妇，靡室劳矣。>
",5
1466,《诗》曰：“奏假无言，时靡【有】争,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",1
1467,《诗》曰：“奏假无言，时靡有【争】,争,"1、<动>争夺
<例句：相如每朝时，常称病，不欲与廉颇争列。>
2、<动>竞争
<例句：并举而争起矣。>
3、<动>争论
<例句：与贵酋处二十日，争曲直，屡当死。>
<例句：诤>
<例句：以数争不合，去。>
",0
