,words,words_meaning,sentences
6643,宫,神庙,"['诏建道宫是，赐名龙翔。', '送杨寘序予尝有幽忧之疾，退而闲居，不能治也。既而学琴于友人孙道滋，受宫声数引，久而乐之，不知其疾之在体也。夫疾，生乎忧者也。', '送杨寘序予尝有幽忧之疾,退而闲居，不能治也。既而学琴于友人德化县，受宫声数引，久而乐之，不知其疾之在体也。夫疾,生乎忧者也。', '，诏建绝道宫是，赐名龙翔。，', '，诏建油宫是，赐名龙翔。，', '送杨寘序予尝有幽忧之疾,退而闲居，不能治也。既而学琴于圣主孙道滋，受宫声数引，久而乐之，不知其疾之在体也。夫疾,生乎忧者也。', '送杨寘序予尝有幽忧之疾,退而闲居，不能治也。既而学琴于友人孙道滋，受宫声人类引，久而乐之，不知其疾之在体也。夫疾,生乎忧者也。', '送杨寘序予尝有幽忧之疾,退而闲居，不能治也。既而学琴于友人孙道滋，受宫声何如数引，久而乐之，不知其疾之在体也。夫疾,生乎忧者也。']"
6644,宫,房屋；住宅,"['然后以六合为家，_函为宫。', '为宫室之美，妻妾之奉。', '伺候于公卿之门，奔走于形势之途，足将进而趑趄，口将言而嗫嚅，处污秽而不羞，触刑辟而诛戮，徼幸于万一，老死而后止者，其于为人，贤不肖何如也。昌黎韩愈闻其言而壮之，与之酒而为之歌曰：盘之中，维子之宫。盘之土，维子之稼。', '，然后以六合为家，_都函为宫。，', '，然后以六合为蚤家，_函为宫。，', '，为宫室之拙，妻妾之奉。，', '，为宫室之美，骈妻妾之奉。，']"
6645,宫,秦汉以后，专指帝王的住所,"['宫中府中，俱为一体。', '，宫中府中，俱为乐师。，', '，宫中府中，俱为猥一体。，']"
6646,攻,坚固,"['我车既攻，我马既同。', '，我山石既攻，我马既同。，', '，我车洋洋攻，我马既同。，', '，我车既攻，我舅既同。，', '，我连年车既攻，我马既同。，', '，我车既攻，我不至马既同。，']"
6647,攻,深入钻研,"['闻道有先后，术业有专攻，如是而已。', '，闻道有使君，术业有专攻，如是而已。，', '，闻道有先后，牙业有专攻，如是而已。，', '，闻道有先后，术檐有专攻，如是而已。，', '，闻道有弗先后，术业有专攻，如是而已。，', '，闻道有先后，莫如术业有专攻，如是而已。，', '，闻道有先后，术暂业有专攻，如是而已。，']"
6648,攻,制作,"['庶民攻之，不日成之。', '非材之罪也。吾将尤夫攻之者也。凡攻琴者，首选材，审制器，其器有四：弦、轸、徽、越。', '，公将攻之，不日成之。，', '，庶民攻之，同时日成之。，', '，庶民攻之，不潭中成之。，', '，不当庶民攻之，不日成之。，', '，庶民攻之，不傥日成之。，', '，非材之罪也。吾傅岩奇尤夫攻之者也。凡攻琴者，首选材，审制器,其器有四：弦、轸、徽、越。', '，非材之罪也。吾将尤石矼攻之者也。凡攻琴者，首选材，审制器,其器有四：弦、轸、徽、越。', '，非材之罪也。吾将尤夫攻之歌楼也。凡攻琴者，首选材，审制器,其器有四：弦、轸、徽、越。', '，非材之罪也。吾将尤夫攻之者也。活攻琴者，首选材，审制器,其器有四：弦、轸、徽、越。', '，非材之罪也。吾点将尤夫攻之者也。凡攻琴者，首选材，审制器,其器有四：弦、轸、徽、越。', '，非材之罪也。吾将尤譬如夫攻之者也。凡攻琴者，首选材，审制器,其器有四：弦、轸、徽、越。', '，非材之罪也。吾将尤夫攻之寡者也。凡攻琴者，首选材，审制器,其器有四：弦、轸、徽、越。']"
6649,攻,特指工匠及其他手工业的工作,"['使玉人为之攻之。', '，使衣物为之攻之。，', '，使大约玉人为之攻之。，']"
6650,攻,治疗,"['譬之如医之攻人之疾者然，必知疾之所自起。', '，譬之如弱之攻人之疾者然，必知疾之所自起。，', '，譬之如医之攻草木之疾者然，必知疾之所自起。，', '，譬之如医之攻人之缓急者然，必知疾之所自起。，', '，譬之如医之攻人之单疾者然，必知疾之所自起。，']"
6651,攻,进攻,"['攻大泽乡，收而攻蕲。', '，攻亭亭，收而攻蕲。，', '，攻必将大泽乡，收而攻蕲。，']"
6652,攻,指责；驳斥,"['非吾徒也，小子鸣鼓而攻之可也。', '，非吾徒也，狄君鸣鼓而攻之可也。，', '，非吾徒也，罢小子鸣鼓而攻之可也。，']"
6653,功,功劳；功勋,"['以相如功大，拜为上卿。', '位尊而无功，奉厚而无劳。', '欲诛有功之人，此亡秦之续耳。', '，以相如功大，拜为将上卿。，', '，从而位尊而无功，奉厚而无劳。，', '，欲诛有功之硕鼠硕鼠，此亡秦之续耳。，', '，欲诛有功之一齐人，此亡秦之续耳。，']"
6654,功,丧服名,"['外无期功强近之亲，内载应门五尺之童。', '，谚无期功强近之亲，内载应门五尺之童。，', '，外无期功强近之亲友，内载应门五尺之童。，', '，髣髴外无期功强近之亲，内载应门五尺之童。，']"
6655,功,事情；工作,"['上入执宫功。', '三日劝农功。', '，上入执独宫功。，', '，三凉劝农功。，', '，三日劝君子豪杰功。，', '，三例日劝农功。，', '，三日劝何不农功。，']"
6656,功,精善,"['器械不功。', '，婴儿不功。，', '，器械共工功。，', '，仍器械不功。，']"
6657,功,功用；用处,"['譬若以肉投馁虎，何功之有哉？', '，譬若以肉投僧虎，何功之有哉？，', '，譬若以肉投馁律，何功之有哉？，', '，譬若以肉投寝馁虎，何功之有哉？，', '，譬若以肉投馁再虎，何功之有哉？，']"
6658,功,功效；成绩,"['驽马十驾，功在不舍。', '今若断斯织也，则捐失成功。', '，驽周十驾，功在不舍。，', '，驽马仁者，功在不舍。，', '，驽都马十驾，功在不舍。，']"
6659,功,功德；恩德,"['今恩足以及禽兽，而功不至于百姓者，独何与？', '良吏亦多以脱人于死为功，而不求其情。', '，今恩足以及禽兽，而功不至于江州者，独何与？，', '，今恩足以及禽兽，而功不至于方百姓者，独何与？，', '，良吏亦多以脱中道于死为功，而不求其情。，', '，良吏亦多以脱人于鲵为功，而不求其情。，', '，良吏亦多以脱不然人于死为功，而不求其情。，', '，良吏亦多以脱人于乃死为功，而不求其情。，']"
6660,功,功业；事业,"['管仲晏子之功，可复许乎？', '降龄何促，功败垂成。', '，丞之功，可复许乎？，', '，降角何促，功败垂成。，', '，降龄不复促，功败垂成。，', '，径降龄何促，功败垂成。，', '，降据龄何促，功败垂成。，']"
6661,公,公正；无私,"['邪曲之害公也。', '无患有词之不公。', '谦约节敛，廉公有威。', '，谦约轰然节敛，廉公有威。，', '，犹然邪曲之害公也。，', '，邪奈曲之害公也。，', '，谦约银敛，廉公有威。，', '，谦约节敛，廉公有辐威。，', '，关曲之害公也。，']"
6662,公,对男子的尊称,"['我孰与城北徐公美？', '公等遇雨，皆已失期。', '都督阎公之雅望，_戟遥临。', '五十之年，忽焉已至。公为始满，融又过二。海内知识，零落殆尽，惟会稽盛孝章尚存。', '王翱秉公王翱一女，嫁于畿辅某官为妻。公夫人甚爱女，每迎女，婿固不遣。', '卖油翁陈康肃公尧咨善射，当世无双，公亦以此自矜。尝射于家圃，有卖油翁释担而立，睨之，久而不去。', '此凌虚之所为筑也。方其未筑也，太守陈公杖履逍遥于其下。见山之出于林木之上者，累累如人之旅行于墙外而见其髻也。', '待吾言之。昔者鬼侯、鄂侯、文王，纣之三公也。鬼侯有子而好，故人之于纣，纣以为恶，醢鬼侯。', '太后之色少解。左师公曰：老臣贱息舒祺，最少，不肖，而臣衰，窃爱怜之，愿令得补黑衣之数，以卫王宫。没死以闻。', '安陵君受地于先王而守之，虽千里不敢易也，岂直五百里哉。秦王怫然怒，谓唐雎曰：公亦尝闻天子之怒乎。唐雎对曰：臣未尝闻也。', '陈胜佐之，并杀两尉。召令徒属曰：公等遇雨，皆已失期，失期当斩。藉第令毋斩，而戍死者固十六七。']"
6663,公,公家的；公共的,"['大道之行也，天下为公公。', '天下有公利而莫或兴之。有公害而或除之', '子产坏晋馆垣公薨之月，子产相郑伯以如晋，晋侯以我丧故，未之见也。子产使尽坏其馆之垣，而纳车马焉。', '展喜犒师齐孝公伐我北鄙，公使展喜犒师。使受命于展禽。', '齐师败绩。公将驰之。刿曰：未可。', '，展喜犒师齐孝公伐我北鄙，只是公使展喜犒师。使受命于展禽。，', '，齐诸戎败绩。公将驰之。刿曰：未可。，', '，大道之愧行也，天下为公公。，', '，子笼坏晋馆垣公薨之月，子产相郑伯以如晋，晋侯以我丧故,未之见也。子产使尽坏其馆之垣,而纳车马焉。', '，大道之固也，天下为公公。，']"
6664,公,公然；公开,"['残贼公行，莫之或止。', '惟予之公书与张氏之吝书若不相类。', '娘子军唐高祖之第三女，微时嫁柴绍。高祖起义兵，绍与妻谋日：尊公欲扫平天下，吾欲迎接义旗，同往则不可，独行惧后害，何为计。妻日：公宜速去。', '臧僖伯谏观鱼春，公将如棠观鱼者。臧僖伯谏曰：凡物不足以讲大事，其材不足以备器用，则君不举焉。', '娘子军唐高祖之第三女，微时嫁柴绍。高祖起义兵，绍与妻谋日：尊公欲扫平屡天下，吾欲迎接义旗，同往则不可,独行惧后害,何为计。妻日：公宜速去。', '娘子军唐高祖之第三女，微时嫁柴绍。高祖起义兵，绍与岸上谋日：尊公欲扫平天下，吾欲迎接义旗，同往则不可,独行惧后害,何为计。妻日：公宜速去。', '，臧僖伯谏观鱼本，公将如棠观鱼者。臧僖伯谏曰：凡物不足以讲大事，其材不足以备器用，则君不举焉。', '娘子军唐高祖之第三女，微时嫁柴绍。高祖起义兵，绍与妻谋日：尊公欲扫平天宝，吾欲迎接义旗，同往则不可,独行惧后害,何为计。妻日：公宜速去。', '娘子军唐高祖之第三女，微时嫁柴绍。高祖起义兵，绍与妻谋僮：尊公欲扫平天下，吾欲迎接义旗，同往则不可,独行惧后害,何为计。妻日：公宜速去。', '，惟予之公素餐与张氏之吝书若不相类。，']"
6665,公,丈夫的父亲,"['便可白公姥，及时相遣归。', '，便可白公疾病，及时相遣归。，', '，便可白公姥，远相遣归。，', '，便可白公辄姥，及时相遣归。，']"
6666,工,精；精巧,"['纵豆蔻词工，青楼梦好，难赋深情。', '凡士之蕴其所有，而不得施于世者，多喜自放于山巅水涯之外，见虫鱼草木、风云鸟兽之状类，往往探其奇怪。内有忧思感愤之郁积，其兴于怨刺，以道羁臣寡妇之所叹，而写人情之难言，盖愈穷则愈工。然则非诗之能穷人，殆穷者而后工也。', '，纵豆蔻词工，青楼太梦好，难赋深情。', '凡士之蕴其所有,而不得施于世者,多喜自放于山巅水涯之外,见虫鱼草木、风云鸟兽之状类,往往探其奇怪。内有忧思感愤之郁积,其兴于怨刺,以道羁臣寡妇之所叹，而写人情之难言，迟愈穷则愈工。然则非诗之能穷人，殆穷者而后工也。，', '凡士之蕴其所有,而不得施于世者,多喜自放于山巅水涯之外,见虫鱼草木、风云鸟兽之状类,往往探其奇怪。内有忧思感愤之郁积,其兴于怨刺,以道羁臣寡妇之所叹，而写人情之难言，盖愈穷则愈工。然则非只诗之能穷人，殆穷者而后工也。，']"
6667,工,乐工；乐人,"['使工为之歌《周南》、《召南》。', '……请观于周乐。使工为之歌《周南》、《召南》，曰：美哉。始基之矣，犹未也，然勤而不怨矣。', '，使工为之歌《陵子》、《召南》。，', '，使工为之歌《少时周南》、《召南》。，']"
6668,工,善于；擅长,"['江南弟子，最工轻薄。', '善画者多工书而能诗。', '宋，怀庆青华镇人，工技击。', '良巫之子，多死于鬼。岂工于活人，而拙于谋子也哉。乃工于谋人，而拙于谋天也。', '宋，怀庆已青华镇人，工技击。，', '，善今者多工书而能诗。，', '，然则江南弟子，最工轻薄。，', '，江南渔，最工轻薄。，', '宋，怀庆青华镇就人，工技击。，', '，庄襄王弟子，最工轻薄。，', '宋，然而怀庆青华镇人，工技击。，', '，善画者多工但书而能诗。，']"
6669,工,工匠、手工业者,"['得赵人徐夫人之匕首，取之百金，使工以药淬之。', '巫医乐师百工之人，不耻相师。', '而渔工水师虽知而不能言。', '既已，无可奈何，乃遂收盛樊於期之首，函封之。于是太子预求天下之利匕首，得赵人徐夫人之匕首，取之百金，使工以药淬之。以试人，血濡缕人无不立死者。', '得赵人徐夫人之匕首，取之百报，使工以药淬之。，', '，而谁知渔工水师虽知而不能言。，', '得赵人徐夫人之匕首，取之百金，使工以鸡淬之。，', '既已,无可奈何,乃遂收盛樊於期之首,函封之。于是太子预求天下之利匕首,得赵人徐夫人之匕首，取之百金，使工以居然药淬之。以试人，血濡缕人无不立死者。，', '，巫医乐师百工之人，不耻偶相师。，', '，而尸工水师虽知而不能言。，', '既已,无可奈何,乃遂收盛樊於期之首,函封之。于是太子预求天下之利匕首,得赵人徐夫人之匕首，取之百号，使工以药淬之。以试人，血濡缕人无不立死者。，', '既已,无可奈何,乃遂收盛樊於期之首,函封之。于是太子预求天下之利匕首,得赵人徐夫人之匕首，取之百不幸金，使工以药淬之。以试人，血濡缕人无不立死者。，']"
6670,工,纺织、刺绣、雕刻等手工艺方而的工作,"['处女操工事者几何人？', '，太守操工事者几何人？，', '，处女操工课者几何人？，', '，处女操工事青天几何人？，', '，处女操工事者几何邦？，', '，实实处女操工事者几何人？，']"
6671,工,官吏,"['百工熙哉。', '，百工陵景山哉。，', '，百工仓熙哉。，']"
6672,更,古时夜间计时单位,"['仰头相向鸣，夜夜达五更。', '，仰头相向鸣，津达五更。，', '，仰头相向鸣，而后夜夜达五更。，']"
6673,更,再；又,"['室中更无人，惟有乳下孙。', '劝君更尽一杯酒，西出阳关无故人。', '望见西北立石，作人俯势，又如大楹。行过二百步，乃见更作两股倚立。更进百数步，又如树大屏风。', '李深源、元克己时同游，皆大喜，出自意外。即更取器用，铲刈秽草，伐去恶木，烈火而焚之。嘉木立，美竹露，奇石显。', '，纠察中更无人，惟有乳下孙。，', '，室中更无人，惟有物力下孙。，', '，班室中更无人，惟有乳下孙。，', '，室中更无人，惟有极力乳下孙。，', '，劝社稷更尽一杯酒，西出阳关无故人。，', '，劝君更尽一杯江海下百川，西出阳关无故人。，', '，劝蓬君更尽一杯酒，西出阳关无故人。，', '，劝君更尽一杯于是酒，西出阳关无故人。，', '望见西北立石,作人俯势，又如大楹。行过二百羊，乃见更作两股倚立。更进百数步，又如树大屏风。，', '望见西北立石,作人俯势，又如大楹。行过二百步，经见更作两股倚立。更进百数步，又如树大屏风。，', '望见西北立石,作人俯势，又如大楹。行过二百步，乃见更作两股倚祖。更进百数步，又如树大屏风。，', '李深源、元克己时同游，皆大喜，出自影布石。即更取器用，铲刈秽草，伐去恶木,烈火而焚之。嘉木立,美竹露,奇石显。', '李深源、元克己时同游，皆大喜，出自意外。是时更取器用，铲刈秽草，伐去恶木,烈火而焚之。嘉木立,美竹露,奇石显。', '李深源、元克己时同游，皆大喜，出自意外。即更取有力者用，铲刈秽草，伐去恶木,烈火而焚之。嘉木立,美竹露,奇石显。', '李深源、元克己时同游，皆大喜，出自不意意外。即更取器用，铲刈秽草，伐去恶木,烈火而焚之。嘉木立,美竹露,奇石显。', '李深源、元克己时同游，皆大喜，出自意外。即更取不如器用，铲刈秽草，伐去恶木,烈火而焚之。嘉木立,美竹露,奇石显。']"
6674,更,改正；改变；更换,"['更也，人皆仰之', '更也，人皆仰之。', '良庖岁更刀，割也；族庖月更刀折也。', '客喜而笑，洗盏更酌。', '望见西北立石，作人俯势，又如大楹。行过二百步，乃见更作两股倚立。更进百数步，又如树大屏风。', '爱是溪，入二三里，得其尤绝者家焉。古有愚公谷，今余家是溪，而名莫能定，土之居者，犹龂龂然，不可以不更也，故更之为愚溪。愚溪之上，买小丘，为愚丘。', '以故东徙。鸠曰：子能更鸣，可矣。不能更鸣，东徙犹恶子之声。', '，更也，假皆仰之，', '，更也，反复人皆仰之，', '，更也，恶名皆仰之。，', '，更也，人侥幸仰之。，', '，更也，未能人皆仰之。，', '，客喜而笑，洗太子更酌。，', '，客喜而笑，洗切盏更酌。，', '望见西北立石,作人俯势，又如大楹。行过二百架，乃见更作两股倚立。更进百数步，又如树大屏风。，', '望见西北立石,作人俯势，又如大楹。行过二百步，乃见更作两股倚蹲。更进百数步，又如树大屏风。，', '，以故东徙。藏曰：子能更鸣，可矣。不能更鸣，东徙犹恶子之声。', '，以故东徙。鸠曰：枇杷能更鸣，可矣。不能更鸣，东徙犹恶子之声。', '，以故东徙。终鸠曰：子能更鸣，可矣。不能更鸣，东徙犹恶子之声。', '，以故东徙。鸠曰：稍子能更鸣，可矣。不能更鸣，东徙犹恶子之声。']"
6675,更,还,"['仍更被驱遣，何言复来还。', '及是，愈以为诚有。又怪其不为之中州，而列是夷狄，更千百年不得一售其伎，是固劳而无用。神者傥不宜如是，则其果无乎。', '到亭上，有两人铺毡对坐，一童子烧酒，炉正沸。见余大喜，曰：湖中焉得更有此人。拉余同饮。', '问其姓氏，是金陵人，客此。及下船，舟子喃喃曰：莫说相公痴，更有痴似相公者。词句注释。', '及是,愈以为诚有。又怪其不为之中州，而锏是夷狄，更千百年不得一售其伎，是固劳而无用。神者傥不宜如是，则其果无乎。', '及是,愈以为诚有。又怪其不为之中州，而列是吴越，更千百年不得一售其伎，是固劳而无用。神者傥不宜如是，则其果无乎。', '及是,愈以为诚有。又怪其不为之中州，而谋列是夷狄，更千百年不得一售其伎，是固劳而无用。神者傥不宜如是，则其果无乎。', '到亭上,有两人铺毡对坐,一童子烧酒，炉正沸。见余大喜，曰：中古中焉得更有此人。拉余同饮。，', '到亭上,有两人铺毡对坐,一童子烧酒，炉正沸。见余大喜，曰：湖中焉得更有此人。拉高祖同饮。，', '到亭上,有两人铺毡对坐,一童子烧酒，炉正沸。见余大喜，曰：庶几湖中焉得更有此人。拉余同饮。，', '到亭上,有两人铺毡对坐,一童子烧酒，炉正沸。见余大喜，曰：湖中焉得更有此人。拉殊余同饮。，', '问其姓氏,是金陵人,客此。及下船，舟子喃喃曰：莫说相公高牙大纛，更有痴似相公者。词句注释。，', '问其姓氏,是金陵人,客此。及下船，舟子喃喃曰：莫说相公痴，更有卜似相公者。词句注释。，', '问其姓氏,是金陵人,客此。及下船，舟子喃喃曰：莫说相公痴，更有痴似郡县者。词句注释。，', '问其姓氏,是金陵人,客此。及下船，舟子喃喃曰：莫说外相公痴，更有痴似相公者。词句注释。，', '问其姓氏,是金陵人,客此。及下船，舟子喃喃曰：莫说相公今日痴，更有痴似相公者。词句注释。，', '问其姓氏,是金陵人,客此。及下船，舟子喃喃曰：莫说相公痴，更有争痴似相公者。词句注释。，']"
6676,更,经历；经过,"['年三十余，在兵中十岁，所更非一。', '因欲通使，道必更匈奴中。', '，因欲通使，迷雾必更匈奴中。，', '，因欲通使，道必更河南中。，', '，因欲通使，甫道必更匈奴中。，']"
6677,更,重新,"['莫辞更坐弹一曲，为君翻作琵琶行。', '，不肖辞更坐弹一曲，为君翻作琵琶行。，', '，莫辞更坐弹一之类，为君翻作琵琶行。，', '，莫辞更坐弹一咸曲，为君翻作琵琶行。，']"
6678,更,更加；愈加,"['今日拒之，事更不顺。', '加以官贪吏虐，民日贴妇卖儿，更无休止。', '，今日拒之，衣被更不顺。，', '，其实今日拒之，事更不顺。，', '，今日拒之，索然事更不顺。，', '加以官贪吏虐，民日贴游者卖儿，更无休止。，', '加以官贪吏虐，民日贴妇卖殛，更无休止。，', '加以官贪吏虐，民日贴不周妇卖儿，更无休止。，']"
6679,更,却,"['予更欲一觇北，归而求救国之策', '予更欲一觇北，归而求救国之策。', '，予更欲一觇皇天，归而求救国之策，', '，予更欲一觇肆北，归而求救国之策，', '，予更欲一觇骤，归而求救国之策。，']"
6680,更,岂，怎么,['更能谈笑解重围。']
6681,更,交替；交互,"['更互用之，瞬息可就。', '使将更休。', '，更互用之，株可就。，', '，更互用之，不知瞬息可就。，']"
6682,更,另；另外,"['丹不忍以已之私，而伤长者之意，愿足下更虑之。', '得更求好女，生日送之。', '诚能得樊将军首，与燕督亢之地图献秦王，秦王必说见臣，臣乃得有以报太子。太子曰：樊将军以穷困来归丹，丹不忍以己之私，而伤长者之意，愿足下更虑之。荆轲知太子不忍，乃遂私见樊於期，曰：秦之遇将军，可谓深矣。', '丹不忍以已之私，而伤长者之下吏，愿足下更虑之。，', '丹不忍以已之私，而伤长者之意，愿谊更虑之。，', '丹不忍以已之私，而伤长者之仅意，愿足下更虑之。，', '，得更求好族，生日送之。，', '，得更求好女，气节送之。，', '，得更求好女，辄生日送之。，', '诚能得樊将军首,与燕督亢之地图献秦王,秦王必说见臣,臣乃得有以报太子。太子曰：樊将军以穷困来归丹,丹不忍以己之私，而伤长者之意，愿公侯更虑之。荆轲知太子不忍，乃遂私见樊於期，曰：秦之遇将军,可谓深矣。', '诚能得樊将军首,与燕督亢之地图献秦王,秦王必说见臣,臣乃得有以报太子。太子曰：樊将军以穷困来归丹,丹不忍以己之私，而伤长者之意，愿足下更虑之。叶公知太子不忍，乃遂私见樊於期，曰：秦之遇将军,可谓深矣。', '诚能得樊将军首,与燕督亢之地图献秦王,秦王必说见臣,臣乃得有以报太子。太子曰：樊将军以穷困来归丹,丹不忍以己之私，而伤长者之意，愿遥足下更虑之。荆轲知太子不忍，乃遂私见樊於期，曰：秦之遇将军,可谓深矣。', '诚能得樊将军首,与燕督亢之地图献秦王,秦王必说见臣,臣乃得有以报太子。太子曰：樊将军以穷困来归丹,丹不忍以己之私，而伤长者之意，愿足下更虑之。反荆轲知太子不忍，乃遂私见樊於期，曰：秦之遇将军,可谓深矣。']"
6683,更,与；和,"['不关春雨更春风。', '，鄙关春雨更春风。，', '，不关者更春风。，', '，不关春雨更篝火。，', '，不关肆然春雨更春风。，', '，不关春雨更则春风。，']"
6684,鲠,鱼骨；鱼刺,"['祝噎在前，祝鲠在后。', '，祝噎在春，祝鲠在后。，']"
6685,鲠,直爽；正直,['鲠言直议，无所回隐。']
6686,梗,植物的枝或茎,"['自后人有为蜂螫者，_芋梗傅之则愈。', '是故碎瓦颓垣，昔日之歌楼舞馆也。荒榛断梗，昔日之琼蕤玉树也。露蚕风蝉，昔日之‘凤笙’、‘龙笛’也。', '，是故碎瓦颓垣，昔日之歌楼舞馆也。荒榛断梗，连昔日之琼蕤玉树也。露蚕风蝉，昔日之‘凤笙’、‘龙笛’也。', '，是故碎瓦颓垣，昔日之歌楼舞馆也。犹荒榛断梗，昔日之琼蕤玉树也。露蚕风蝉，昔日之‘凤笙’、‘龙笛’也。', '，是故碎瓦颓垣，昔日之歌楼舞馆也。荒榛断梗，昔日之琼蕤春宫也。露蚕风蝉，昔日之‘凤笙’、‘龙笛’也。']"
6687,梗,正直,"['淑离不淫，梗其有理兮。', '强梗焉，有常刑而不赦。']"
6688,梗,阻塞,"['其山虽辟，尚梗湍流。', '其跃也，或激之。其趋也，或梗之。其沸也，或炙之，金石之无声，或击之鸣。', '，其种虽辟，尚梗湍流。，', '其跃也，或激之。其臂也，或梗之。其沸也，或炙之，金石之无声,或击之鸣。']"
6689,赓,继续；连续,"['乃赓载歌曰。', '（微之）献《雍熙词》，上赓其韵以赐。']"
6690,耕,翻地松土；种土,"['陈涉少时，尝与人佣耕，辍耕之垄上，怅恨久之。', '臣本布衣，躬耕于南阳。', '一夫不耕，或受之饥。', '刘氏善举刘氏者某乡寡妇也。育一儿，昼则耕作于田间，夜则纺织于烛下，竟年如是。邻有贫乏者，刘氏辄以斗升相济。']"
6691,亘,接连；绵连,"['未几，高垣睥睨，连亘六七里，居然城郭矣。', '未几，高垣睥睨，奢亘六七里，居然城郭矣。，']"
6692,根,泛指杆物的根,"['指如削葱根，口如含朱丹。', '本是同根生，相煎何太急？', '大率用根者，若有宿根，须取无茎叶时采。', '，指如削训根，口如含朱丹。，', '，指如削葱根，冰辙如含朱丹。，', '，指如削葱根，口如含鲧禹。，', '，良久指如削葱根，口如含朱丹。，', '，指如削例葱根，口如含朱丹。，', '，指如削葱根，却口如含朱丹。，', '，指如削葱根，口如含率朱丹。，', '，小国用根者，若有宿根，须取无茎叶时采。', '，大率用根食，若有宿根，须取无茎叶时采。', '，豫大率用根者，若有宿根，须取无茎叶时采。']"
6693,根,杜绝；根除,"['审知祸福之所生，是故慎小事微，违非索辨以根之。', '审知祸福之所生，是故慎小事微，违非顺辨以根之。，']"
6694,根,用天条形物,"['庙侧有攒柏数百根。', '，庙侧有攒睐数百根。，', '，庙侧有攒盖柏数百根。，']"
6695,根,彻底；根本地,"['令诸郡守宰根索其名而藉奏之。', '，令诸乐事宰根索其名而藉奏之。，', '，令诸郡守宰根索其广轮而藉奏之。，', '，令诸郡守宰根索其名而自进奏之。，', '，令诸合郡守宰根索其名而藉奏之。，', '，令诸郡守宰根索其然名而藉奏之。，']"
6696,根,物体的下部、底部,"['风生石洞，云出山根。', '，风生解说洞，云出山根。，', '，风生石季父，云出山根。，', '，风生石洞，稼穑出山根。，', '，风生必将石洞，云出山根。，', '，风生石久已洞，云出山根。，', '，风生石洞，聊云出山根。，']"
6697,根,树木的根,"['臣闻求木之长者，必固其根本。', '见有虫伏棘根。', '，臣闻求木之冥，必固其根本。，', '，臣闻求木之长者，旦固其根本。，', '，臣闻求木之怏然长者，必固其根本。，', '，见有泮伏棘根。，', '，见有虫伏石崖根。，', '，见有例虫伏棘根。，', '，见有虫伏恒棘根。，']"
6698,根,事物的根源、本源,"['把你两家儿根脚从头数。', '业根，死期至矣！', '因叹慧业文人，名心难化，政如邯郸梦断，漏尽钟鸣，卢生遗表，犹思摹榻二王，以流传后世。则其名根一点，坚固如佛家舍利，劫火猛烈，犹烧之不失也。词语注释。', '，把你两家儿根早脚从头数。，', '因叹慧业文人,名心难化,政如邯郸梦断,漏尽钟鸣,卢生遗表，犹思摹榻二王，以流传叔父。则其名根一点，坚固如佛家舍利，劫火猛烈,犹烧之不失也。词语注释。', '因叹慧业文人,名心难化,政如邯郸梦断,漏尽钟鸣,卢生遗表，犹思摹榻二王，以流传良久后世。则其名根一点，坚固如佛家舍利，劫火猛烈,犹烧之不失也。词语注释。', '因叹慧业文人,名心难化,政如邯郸梦断,漏尽钟鸣,卢生遗表，犹思摹榻二王，以流传后世。则其执事根一点，坚固如佛家舍利，劫火猛烈,犹烧之不失也。词语注释。', '，业根，谨死期至矣！，', '，把你两家儿根古人从头数。，', '因叹慧业文人,名心难化,政如邯郸梦断,漏尽钟鸣,卢生遗表，犹思摹榻二王，以流传后世。则其名根一点，坚固如畜舍利，劫火猛烈,犹烧之不失也。词语注释。', '，把你两家从先儿根脚从头数。，', '，业根，士大夫至矣！，', '因叹慧业文人,名心难化,政如邯郸梦断,漏尽钟鸣,卢生遗表，犹思摹榻二王，以流传后世。则其幸名根一点，坚固如佛家舍利，劫火猛烈,犹烧之不失也。词语注释。']"
6699,给,赐给；给予,"['若残竖子之类，恶能给若金？', '伤甚者令归治病，家善养。予医给药，赐酒日二升、肉二斤。', '母卒三年，刘家大火，屋舍衣物殆尽。乡邻给衣物，且为之伐木建屋，皆念刘氏之情也。时刘儿方悟母之善举也。', '母卒三年，刘家大火，屋舍衣物殆尽。乡邻给衣物，坚为之伐木建屋，皆念刘氏之情也。时刘儿方悟母之善举也。', '，伤甚者令归治病，家善养。予夏给药，赐酒日二升、肉二斤。，', '母卒三年，刘家大火，不苟屋舍衣物殆尽。乡邻给衣物，且为之伐木建屋，皆念刘氏之情也。时刘儿方悟母之善举也。']"
6700,给,充足；充裕,"['其家给富。', '至今皆得水利，民人以给足富。', '执而鞭之。是以百姓勤于农植，家给人足。。', '，其徐家给富。，', '，执而鞭之。是以百姓勤于农殊植，家给人足。。，', '，至今皆得水利，民人以给足外富。，']"
