,word,w_meaning_index,a,b
13653,暴,7644,餍以腥膏，眠以毡罽。猫既饱且安，率不捕鼠，甚者与鼠嬉，鼠以故益暴。某怒，逐之不复蓄猫，以为天下无良猫也。,吾之所短，吾蔽而置之，彼将强与吾角，奈何。曰：吾之所短，吾抗而暴之，使之疑而却。吾之所长，吾阴而养之，使之狎而堕其中。
13654,抱,7646,至于长者之抱才而困则又令我怆然有感。,然则抱此无涯之憾。
13655,抱,7646,然则抱此无涯之憾。,至于长者之抱才而困则又令我怆然有感。
13656,抱,7648,然区区丹抱不负夙心。,或取诸怀抱晤言一室之内。
13657,抱,7648,或取诸怀抱晤言一室之内。,然区区丹抱不负夙心。
13658,报,7652,使者遂逮守，胁服，夺其官。袁人大愤，然未有以报也。一日，博鸡者遨于市。,闻死刑之报君为流涕。
13659,报,7654,尽节于陛下之日长报养刘之日短也。,乃释之。博鸡者因告众曰：是足以报使君未耶。众曰：若所为诚快，然使君冤未白，犹无益也。
13660,报,7654,乃释之。博鸡者因告众曰：是足以报使君未耶。众曰：若所为诚快，然使君冤未白，犹无益也。,尽节于陛下之日长报养刘之日短也。
13661,保,7664,对曰：不弃其亲，其有焉。于是祁奚老矣，闻之，乘驲而见宣子，曰：《诗》曰：‘惠我无疆，子孙保之。’《书》曰：‘圣有谟勋，明征定保。,虽慈母不能保其子君安能以有其民哉。
13662,保,7665,曰：德何如则可以王矣。曰：保民而王，莫之能御也。曰：若寡人者，可以保民乎哉。,升死其印为予群从所得至今保藏。
13663,保,7665,近塞之人，死者十九。此独以跛之故，父子相保。字词解释。,升死其印为予群从所得至今保藏。
13664,保,7666,若跨有荆、益保其岩阻。,倘魏兵骤至四面围定将何策保之。
13665,保,7666,倘魏兵骤至四面围定将何策保之。,若跨有荆、益保其岩阻。
13666,宝,7669,书戴嵩画牛蜀中有杜处士，好书画，所宝以百数。有戴嵩《牛》一轴，尤所爱，锦囊玉轴，常以自随。,和氏璧天下所共传宝也。
13667,薄,7672,与饮食之所相薄。,书辞宜答，会东从上来，又迫贱事，相见日浅，卒卒无须臾之间，得竭指意。今少卿抱不测之罪，涉旬月，迫季冬，仆又薄从上雍，恐卒然不可为讳，是仆终已不得舒愤懑以晓左右，则长逝者魂魄私恨无穷。请略陈固陋。
13668,薄,7672,与饮食之所相薄。,杂说一龙嘘气成云，云固弗灵于龙也。然龙乘是气，茫洋穷乎玄间，薄日月，伏光景，感震电，神变化，水下土，汩陵谷，云亦灵怪矣哉。云，龙之所能使为灵也。
13669,薄,7672,杂说一龙嘘气成云，云固弗灵于龙也。然龙乘是气，茫洋穷乎玄间，薄日月，伏光景，感震电，神变化，水下土，汩陵谷，云亦灵怪矣哉。云，龙之所能使为灵也。,书辞宜答，会东从上来，又迫贱事，相见日浅，卒卒无须臾之间，得竭指意。今少卿抱不测之罪，涉旬月，迫季冬，仆又薄从上雍，恐卒然不可为讳，是仆终已不得舒愤懑以晓左右，则长逝者魂魄私恨无穷。请略陈固陋。
13670,薄,7673,腥臊并御，芳不得薄兮。,已而叹曰：有客无酒，有酒无肴，月白风清，如此良夜何。客曰：今者薄暮，举网得鱼，巨口细鳞，状如松江之鲈。顾安所得酒乎。
13671,薄,7673,腥臊并御，芳不得薄兮。,旁四室则无之，而系囚常二百余。每薄暮下管键，矢溺皆闭其中，与饮食之气相薄，又隆冬，贫者席地而卧，春气动，鲜不疫矣。狱中成法，质明启钥，方夜中，生人与死者并踵顶而卧，无可旋避，此所以染者众也。
13672,薄,7673,腥臊并御，芳不得薄兮。,杂说一龙嘘气成云，云固弗灵于龙也。然龙乘是气，茫洋穷乎玄间，薄日月，伏光景，感震电，神变化，水下土，汩陵谷，云亦灵怪矣哉。云，龙之所能使为灵也。
13673,薄,7673,日薄西山，气息奄奄。,旁四室则无之，而系囚常二百余。每薄暮下管键，矢溺皆闭其中，与饮食之气相薄，又隆冬，贫者席地而卧，春气动，鲜不疫矣。狱中成法，质明启钥，方夜中，生人与死者并踵顶而卧，无可旋避，此所以染者众也。
13674,薄,7673,日薄西山，气息奄奄。,其妻收履。至薄暮，愚者归，不见履，讶曰：吾家徙乎。徘徊不进。
13675,薄,7673,旁四室则无之，而系囚常二百余。每薄暮下管键，矢溺皆闭其中，与饮食之气相薄，又隆冬，贫者席地而卧，春气动，鲜不疫矣。狱中成法，质明启钥，方夜中，生人与死者并踵顶而卧，无可旋避，此所以染者众也。,日薄西山，气息奄奄。
13676,薄,7673,其妻收履。至薄暮，愚者归，不见履，讶曰：吾家徙乎。徘徊不进。,商旅不行，樯倾楫摧。薄暮冥冥，虎啸猿啼。登斯楼也，则有去国怀乡，忧谗畏讥，满目萧然，感极而悲者矣。
13677,薄,7673,其妻收履。至薄暮，愚者归，不见履，讶曰：吾家徙乎。徘徊不进。,日薄西山，气息奄奄。
13678,薄,7673,其妻收履。至薄暮，愚者归，不见履，讶曰：吾家徙乎。徘徊不进。,旁四室则无之，而系囚常二百余。每薄暮下管键，矢溺皆闭其中，与饮食之气相薄，又隆冬，贫者席地而卧，春气动，鲜不疫矣。狱中成法，质明启钥，方夜中，生人与死者并踵顶而卧，无可旋避，此所以染者众也。
13679,薄,7673,杂说一龙嘘气成云，云固弗灵于龙也。然龙乘是气，茫洋穷乎玄间，薄日月，伏光景，感震电，神变化，水下土，汩陵谷，云亦灵怪矣哉。云，龙之所能使为灵也。,已而叹曰：有客无酒，有酒无肴，月白风清，如此良夜何。客曰：今者薄暮，举网得鱼，巨口细鳞，状如松江之鲈。顾安所得酒乎。
13680,薄,7673,杂说一龙嘘气成云，云固弗灵于龙也。然龙乘是气，茫洋穷乎玄间，薄日月，伏光景，感震电，神变化，水下土，汩陵谷，云亦灵怪矣哉。云，龙之所能使为灵也。,腥臊并御，芳不得薄兮。
13681,薄,7673,已而叹曰：有客无酒，有酒无肴，月白风清，如此良夜何。客曰：今者薄暮，举网得鱼，巨口细鳞，状如松江之鲈。顾安所得酒乎。,商旅不行，樯倾楫摧。薄暮冥冥，虎啸猿啼。登斯楼也，则有去国怀乡，忧谗畏讥，满目萧然，感极而悲者矣。
13682,薄,7673,已而叹曰：有客无酒，有酒无肴，月白风清，如此良夜何。客曰：今者薄暮，举网得鱼，巨口细鳞，状如松江之鲈。顾安所得酒乎。,其妻收履。至薄暮，愚者归，不见履，讶曰：吾家徙乎。徘徊不进。
13683,薄,7673,商旅不行，樯倾楫摧。薄暮冥冥，虎啸猿啼。登斯楼也，则有去国怀乡，忧谗畏讥，满目萧然，感极而悲者矣。,旁四室则无之，而系囚常二百余。每薄暮下管键，矢溺皆闭其中，与饮食之气相薄，又隆冬，贫者席地而卧，春气动，鲜不疫矣。狱中成法，质明启钥，方夜中，生人与死者并踵顶而卧，无可旋避，此所以染者众也。
13684,薄,7673,商旅不行，樯倾楫摧。薄暮冥冥，虎啸猿啼。登斯楼也，则有去国怀乡，忧谗畏讥，满目萧然，感极而悲者矣。,日薄西山，气息奄奄。
13685,薄,7673,商旅不行，樯倾楫摧。薄暮冥冥，虎啸猿啼。登斯楼也，则有去国怀乡，忧谗畏讥，满目萧然，感极而悲者矣。,腥臊并御，芳不得薄兮。
13686,薄,7677,儿已薄禄相。,不终岁，薄产累尽。
13687,薄,7677,不终岁，薄产累尽。,门衰祚薄，晚有儿息。
13688,薄,7677,门衰祚薄，晚有儿息。,儿已薄禄相。
13689,薄,7679,薄赋敛，广畜积。,渔者黯然而退。他日，贾人浮吕梁而下，舟薄于石又覆，而渔者在焉。人曰：盍救诸。
13690,薄,7679,渔者黯然而退。他日，贾人浮吕梁而下，舟薄于石又覆，而渔者在焉。人曰：盍救诸。,薄赋敛，广畜积。
13691,褒,7680,岂必褒衣博带。,秦家丞相府不重褒衣人。
13692,褒,7680,秦家丞相府不重褒衣人。,岂必褒衣博带。
13693,包,7681,那店小二将手帕包了头。,即便包了两锭叫胡屠户进来。
13694,包,7681,那店小二将手帕包了头。,孝公用商鞅之法，移风易俗，民以殷盛，国以富强，百姓乐用，诸侯亲服，获楚、魏之师，举地千里，至今治强。惠王用张仪之计，拔三川之地，西并巴、蜀，北收上郡，南取汉中，包九夷，制鄢、郢，东据成皋之险，割膏腴之壤，遂散六国之从，使之西面事秦，功施到今。昭王得范雎，废穰侯，逐华阳，强公室，杜私门，蚕食诸侯，使秦成帝业。
13695,包,7681,那店小二将手帕包了头。,’赐我先君履：东至于海，西至于河，南至于穆陵，北至于无棣。尔贡包茅不入，王祭不共，无以缩酒，寡人是征。昭王南征而不复，寡人是问。
13696,包,7681,即便包了两锭叫胡屠户进来。,孝公用商鞅之法，移风易俗，民以殷盛，国以富强，百姓乐用，诸侯亲服，获楚、魏之师，举地千里，至今治强。惠王用张仪之计，拔三川之地，西并巴、蜀，北收上郡，南取汉中，包九夷，制鄢、郢，东据成皋之险，割膏腴之壤，遂散六国之从，使之西面事秦，功施到今。昭王得范雎，废穰侯，逐华阳，强公室，杜私门，蚕食诸侯，使秦成帝业。
13697,包,7681,即便包了两锭叫胡屠户进来。,’赐我先君履：东至于海，西至于河，南至于穆陵，北至于无棣。尔贡包茅不入，王祭不共，无以缩酒，寡人是征。昭王南征而不复，寡人是问。
13698,包,7681,’赐我先君履：东至于海，西至于河，南至于穆陵，北至于无棣。尔贡包茅不入，王祭不共，无以缩酒，寡人是征。昭王南征而不复，寡人是问。,孝公用商鞅之法，移风易俗，民以殷盛，国以富强，百姓乐用，诸侯亲服，获楚、魏之师，举地千里，至今治强。惠王用张仪之计，拔三川之地，西并巴、蜀，北收上郡，南取汉中，包九夷，制鄢、郢，东据成皋之险，割膏腴之壤，遂散六国之从，使之西面事秦，功施到今。昭王得范雎，废穰侯，逐华阳，强公室，杜私门，蚕食诸侯，使秦成帝业。
13699,包,7681,’赐我先君履：东至于海，西至于河，南至于穆陵，北至于无棣。尔贡包茅不入，王祭不共，无以缩酒，寡人是征。昭王南征而不复，寡人是问。,那店小二将手帕包了头。
13700,包,7681,孝公用商鞅之法，移风易俗，民以殷盛，国以富强，百姓乐用，诸侯亲服，获楚、魏之师，举地千里，至今治强。惠王用张仪之计，拔三川之地，西并巴、蜀，北收上郡，南取汉中，包九夷，制鄢、郢，东据成皋之险，割膏腴之壤，遂散六国之从，使之西面事秦，功施到今。昭王得范雎，废穰侯，逐华阳，强公室，杜私门，蚕食诸侯，使秦成帝业。,’赐我先君履：东至于海，西至于河，南至于穆陵，北至于无棣。尔贡包茅不入，王祭不共，无以缩酒，寡人是征。昭王南征而不复，寡人是问。
13701,包,7681,孝公用商鞅之法，移风易俗，民以殷盛，国以富强，百姓乐用，诸侯亲服，获楚、魏之师，举地千里，至今治强。惠王用张仪之计，拔三川之地，西并巴、蜀，北收上郡，南取汉中，包九夷，制鄢、郢，东据成皋之险，割膏腴之壤，遂散六国之从，使之西面事秦，功施到今。昭王得范雎，废穰侯，逐华阳，强公室，杜私门，蚕食诸侯，使秦成帝业。,即便包了两锭叫胡屠户进来。
13702,谤,7682,厉王虐国人谤王。,能谤讥于市朝闻寡人之耳者受下赏。
13703,谤,7682,能谤讥于市朝闻寡人之耳者受下赏。,厉王虐国人谤王。
13704,谤,7682,上书谏寡人者，受中赏。能谤讥于市朝，闻寡人之耳者，受下赏。令初下，群臣进谏，门庭若市。,厉王虐国人谤王。
13705,谤,7682,上书谏寡人者，受中赏。能谤讥于市朝，闻寡人之耳者，受下赏。令初下，群臣进谏，门庭若市。,能谤讥于市朝闻寡人之耳者受下赏。
13706,榜,7685,魏明帝起殿欲安榜使仲将登梯题之。,澄川翠干，光影会合于轩户之间，尤与风月为相宜。予时榜小舟，幅巾以往，至则洒然忘其归。觞而浩歌，踞而仰啸，野老不至，鱼鸟共乐。
13707,榜,7685,澄川翠干，光影会合于轩户之间，尤与风月为相宜。予时榜小舟，幅巾以往，至则洒然忘其归。觞而浩歌，踞而仰啸，野老不至，鱼鸟共乐。,魏明帝起殿欲安榜使仲将登梯题之。
13708,榜,7686,削木为吏，议不对，定计于鲜也。今交手足，受木索，暴肌肤，受榜箠，幽于圜墙之中。当此之时，见狱吏则头枪地，视徒隶则心惕息。,受榜棰。
13709,邦,7688,邦分崩离析而不能守也。,至于临大事，决大议，垂绅正笏，不动声色，而措天下于泰山之安，可谓社稷之臣矣。其丰功盛烈，所以铭彝鼎而被弦歌者，乃邦家之光，非间里之荣也。余虽不获登公之堂，幸尝窃诵公之诗，乐公之志有成，而喜为天下道也。
13710,邦,7688,邦分崩离析而不能守也。,曰：为国以礼，其言不让，是故哂之。唯求则非邦也与。安见方六七十，如五六十而非邦也者。
13711,邦,7688,曰：为国以礼，其言不让，是故哂之。唯求则非邦也与。安见方六七十，如五六十而非邦也者。,至于临大事，决大议，垂绅正笏，不动声色，而措天下于泰山之安，可谓社稷之臣矣。其丰功盛烈，所以铭彝鼎而被弦歌者，乃邦家之光，非间里之荣也。余虽不获登公之堂，幸尝窃诵公之诗，乐公之志有成，而喜为天下道也。
13712,邦,7688,至于临大事，决大议，垂绅正笏，不动声色，而措天下于泰山之安，可谓社稷之臣矣。其丰功盛烈，所以铭彝鼎而被弦歌者，乃邦家之光，非间里之荣也。余虽不获登公之堂，幸尝窃诵公之诗，乐公之志有成，而喜为天下道也。,邦分崩离析而不能守也。
13713,邦,7688,至于临大事，决大议，垂绅正笏，不动声色，而措天下于泰山之安，可谓社稷之臣矣。其丰功盛烈，所以铭彝鼎而被弦歌者，乃邦家之光，非间里之荣也。余虽不获登公之堂，幸尝窃诵公之诗，乐公之志有成，而喜为天下道也。,曰：为国以礼，其言不让，是故哂之。唯求则非邦也与。安见方六七十，如五六十而非邦也者。
13714,办,7695,大兄言办饭大嫂言视马。,船粮战俱办。
13715,版,7697,朝济而夕设版焉。,若舍郑以为东道主，行李之往来，共其乏困，君亦无所害。且君尝为晋君赐矣，许君焦、瑕，朝济而夕设版焉，君之所知也。夫晋，何厌之有。
13716,版,7697,孟子二章生于忧患死于安乐舜发于畎亩之中，傅说举于版筑之间，胶鬲举于鱼盐之中，管夷吾举于士，孙叔敖举于海，百里奚举于市。故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能。,朝济而夕设版焉。
13717,版,7697,孟子二章生于忧患死于安乐舜发于畎亩之中，傅说举于版筑之间，胶鬲举于鱼盐之中，管夷吾举于士，孙叔敖举于海，百里奚举于市。故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能。,若舍郑以为东道主，行李之往来，共其乏困，君亦无所害。且君尝为晋君赐矣，许君焦、瑕，朝济而夕设版焉，君之所知也。夫晋，何厌之有。
13718,版,7697,若舍郑以为东道主，行李之往来，共其乏困，君亦无所害。且君尝为晋君赐矣，许君焦、瑕，朝济而夕设版焉，君之所知也。夫晋，何厌之有。,朝济而夕设版焉。
13719,版,7697,若舍郑以为东道主，行李之往来，共其乏困，君亦无所害。且君尝为晋君赐矣，许君焦、瑕，朝济而夕设版焉，君之所知也。夫晋，何厌之有。,孟子二章生于忧患死于安乐舜发于畎亩之中，傅说举于版筑之间，胶鬲举于鱼盐之中，管夷吾举于士，孙叔敖举于海，百里奚举于市。故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能。
13720,颁,7705,制礼作乐，颁度量，而天下大服。,百亩之田，勿夺其时，数口之家，可以无饥矣。谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣。七十者衣帛食肉，黎民不饥不寒，然而不王者，未之有也。
13721,颁,7705,百亩之田，勿夺其时，八口之家，可以无饥矣。谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣。老者衣帛食肉，黎民不饥不寒，然而不王者，未之有也。,百亩之田，勿夺其时，数口之家，可以无饥矣。谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣。七十者衣帛食肉，黎民不饥不寒，然而不王者，未之有也。
13722,颁,7705,百亩之田，勿夺其时，数口之家，可以无饥矣。谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣。七十者衣帛食肉，黎民不饥不寒，然而不王者，未之有也。,制礼作乐，颁度量，而天下大服。
13723,颁,7705,百亩之田，勿夺其时，数口之家，可以无饥矣。谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣。七十者衣帛食肉，黎民不饥不寒，然而不王者，未之有也。,百亩之田，勿夺其时，八口之家，可以无饥矣。谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣。老者衣帛食肉，黎民不饥不寒，然而不王者，未之有也。
13724,拜,7722,又以相如功大，拜为上卿。,臣以供养无主，辞不赴命。诏书特下，拜臣郎中，寻蒙国恩，除臣洗马。猥以微贱，当侍东宫，非臣陨首所能上报。
13725,拜,7723,臣不胜犬马怖惧之情，谨拜表以闻。,上堂拜阿母。
13726,拜,7723,臣不胜犬马怖惧之情，谨拜表以闻。,哙拜谢，起，立而饮之。
13727,拜,7723,哙拜谢，起，立而饮之。,臣不胜犬马怖惧之情，谨拜表以闻。
13728,拜,7723,哙拜谢，起，立而饮之。,上堂拜阿母。
13729,拜,7723,上堂拜阿母。,哙拜谢，起，立而饮之。
13730,拜,7723,上堂拜阿母。,臣不胜犬马怖惧之情，谨拜表以闻。
13731,败,7725,又何往而不金玉其外，败絮其中也哉？,只有霜中败叶，零落难堪。
13732,败,7725,只有霜中败叶，零落难堪。,又何往而不金玉其外，败絮其中也哉？
13733,败,7726,涉河侯车败。,是故聪与敏，可恃而不可恃也。自恃其聪与敏而不学者，自败者也。昏与庸，可限而不可限也。
13734,败,7726,年三十六，始得补诸生。家贫屋败，躬畚土筑垣以居。覆瓦不完，盛暑则暴酷日中。,涉河侯车败。
13735,败,7726,是故聪与敏，可恃而不可恃也。自恃其聪与敏而不学者，自败者也。昏与庸，可限而不可限也。,涉河侯车败。
13736,败,7727,秦师轻而无礼，必败。,遥实买杖，而鬻杖者已不见，卒未有以自明。有司诘其行止来历，势不可隐，乃通随州，而大洪杀人之罪遂败。市人千万而遥适值之，因缘及其隐匿，此亦事之可怪者。
13737,败,7727,遥实买杖，而鬻杖者已不见，卒未有以自明。有司诘其行止来历，势不可隐，乃通随州，而大洪杀人之罪遂败。市人千万而遥适值之，因缘及其隐匿，此亦事之可怪者。,秦师轻而无礼，必败。
13738,白,7731,相与枕藉手舟中不知东方之既白。,博鸡者因告众曰：是足以报使君未耶。众曰：若所为诚快，然使君冤未白，犹无益也。博鸡者曰：然。
13739,白,7731,博鸡者因告众曰：是足以报使君未耶。众曰：若所为诚快，然使君冤未白，犹无益也。博鸡者曰：然。,相与枕藉手舟中不知东方之既白。
13740,白,7733,功名不白。,然使君冤未白犹无益也。
13741,白,7733,然使君冤未白犹无益也。,功名不白。
13742,白,7735,其高下之势，岈然洼然，若垤若穴，尺寸千里，攒蹙累积，莫得遁隐。萦青缭白，外与天际，四望如一。然后知是山之特立，不与培塿为类。,秋荼春荠。昔日之象白驼峰也。丹枫白荻，昔日之蜀锦齐纨也。
13743,白,7735,其高下之势，岈然洼然，若垤若穴，尺寸千里，攒蹙累积，莫得遁隐。萦青缭白，外与天际，四望如一。然后知是山之特立，不与培塿为类。,飞觞举白。
13744,白,7735,秋荼春荠。昔日之象白驼峰也。丹枫白荻，昔日之蜀锦齐纨也。,其高下之势，岈然洼然，若垤若穴，尺寸千里，攒蹙累积，莫得遁隐。萦青缭白，外与天际，四望如一。然后知是山之特立，不与培塿为类。
13745,白,7736,便可白公姥及时相遣归。,袁人相聚从观，欢动一城。郡录事骇之，驰白府。府佐快其所为，阴纵之不问。
13746,白,7736,便可白公姥及时相遣归。,女寄言于母。夫人一夕置酒，跪白公。公大怒，取案上器击伤夫人，出，驾而宿于朝房，旬乃还第。
13747,白,7736,袁人相聚从观，欢动一城。郡录事骇之，驰白府。府佐快其所为，阴纵之不问。,童有仁心，三异也。久留徒扰贤者耳，吾将速反，以状白安。据《后汉书》改写。
13748,白,7736,当狼兵之被杀也，凤阳督马士英怒，疏劾徽人杀官军状，将致佥事公于死。天一为赍辨疏，诣阙上之，复作《吁天说》，流涕诉诸贵人，其事始得白。自兵兴以来，先后治乡兵三年，皆在佥事公幕。,女寄言于母。夫人一夕置酒，跪白公。公大怒，取案上器击伤夫人，出，驾而宿于朝房，旬乃还第。
13749,白,7736,当狼兵之被杀也，凤阳督马士英怒，疏劾徽人杀官军状，将致佥事公于死。天一为赍辨疏，诣阙上之，复作《吁天说》，流涕诉诸贵人，其事始得白。自兵兴以来，先后治乡兵三年，皆在佥事公幕。,童有仁心，三异也。久留徒扰贤者耳，吾将速反，以状白安。据《后汉书》改写。
13750,白,7736,当狼兵之被杀也，凤阳督马士英怒，疏劾徽人杀官军状，将致佥事公于死。天一为赍辨疏，诣阙上之，复作《吁天说》，流涕诉诸贵人，其事始得白。自兵兴以来，先后治乡兵三年，皆在佥事公幕。,袁人相聚从观，欢动一城。郡录事骇之，驰白府。府佐快其所为，阴纵之不问。
13751,白,7736,会暮春时雨，乃耕作假期。唐临白县令：囚人亦有妻儿，无稼穑何以活人。请出之。,当狼兵之被杀也，凤阳督马士英怒，疏劾徽人杀官军状，将致佥事公于死。天一为赍辨疏，诣阙上之，复作《吁天说》，流涕诉诸贵人，其事始得白。自兵兴以来，先后治乡兵三年，皆在佥事公幕。
13752,白,7736,会暮春时雨，乃耕作假期。唐临白县令：囚人亦有妻儿，无稼穑何以活人。请出之。,袁人相聚从观，欢动一城。郡录事骇之，驰白府。府佐快其所为，阴纵之不问。
13753,白,7736,童有仁心，三异也。久留徒扰贤者耳，吾将速反，以状白安。据《后汉书》改写。,会暮春时雨，乃耕作假期。唐临白县令：囚人亦有妻儿，无稼穑何以活人。请出之。
13754,白,7736,童有仁心，三异也。久留徒扰贤者耳，吾将速反，以状白安。据《后汉书》改写。,便可白公姥及时相遣归。
13755,白,7736,女寄言于母。夫人一夕置酒，跪白公。公大怒，取案上器击伤夫人，出，驾而宿于朝房，旬乃还第。,当狼兵之被杀也，凤阳督马士英怒，疏劾徽人杀官军状，将致佥事公于死。天一为赍辨疏，诣阙上之，复作《吁天说》，流涕诉诸贵人，其事始得白。自兵兴以来，先后治乡兵三年，皆在佥事公幕。
13756,白,7736,女寄言于母。夫人一夕置酒，跪白公。公大怒，取案上器击伤夫人，出，驾而宿于朝房，旬乃还第。,袁人相聚从观，欢动一城。郡录事骇之，驰白府。府佐快其所为，阴纵之不问。
13757,白,7736,女寄言于母。夫人一夕置酒，跪白公。公大怒，取案上器击伤夫人，出，驾而宿于朝房，旬乃还第。,会暮春时雨，乃耕作假期。唐临白县令：囚人亦有妻儿，无稼穑何以活人。请出之。
13758,罢,7740,欲罢不能既竭吾才。,吾以卜之于天，天若弃吴，必许吾成而不吾足也，将必宽然有伯诸侯之心焉。既罢弊其民，而天夺之食，安受其烬，乃无有命矣。越王许诺，乃命诸稽郢行成于吴，曰：寡君勾践使下臣郢，不敢显然布币行礼，敢私告于下执事曰：‘昔者，越国见祸，得罪于天王，天王亲趋玉趾，以心孤句践，而又宥赦之。
13759,罢,7740,欲罢不能既竭吾才。,反归取之。及反，市罢，遂不得履。人曰：何不试之以足曰：宁信度，无自信也。
13760,罢,7740,吾以卜之于天，天若弃吴，必许吾成而不吾足也，将必宽然有伯诸侯之心焉。既罢弊其民，而天夺之食，安受其烬，乃无有命矣。越王许诺，乃命诸稽郢行成于吴，曰：寡君勾践使下臣郢，不敢显然布币行礼，敢私告于下执事曰：‘昔者，越国见祸，得罪于天王，天王亲趋玉趾，以心孤句践，而又宥赦之。,欲罢不能既竭吾才。
13761,罢,7740,吾以卜之于天，天若弃吴，必许吾成而不吾足也，将必宽然有伯诸侯之心焉。既罢弊其民，而天夺之食，安受其烬，乃无有命矣。越王许诺，乃命诸稽郢行成于吴，曰：寡君勾践使下臣郢，不敢显然布币行礼，敢私告于下执事曰：‘昔者，越国见祸，得罪于天王，天王亲趋玉趾，以心孤句践，而又宥赦之。,反归取之。及反，市罢，遂不得履。人曰：何不试之以足曰：宁信度，无自信也。
13762,罢,7740,反归取之。及反，市罢，遂不得履。人曰：何不试之以足曰：宁信度，无自信也。,吾以卜之于天，天若弃吴，必许吾成而不吾足也，将必宽然有伯诸侯之心焉。既罢弊其民，而天夺之食，安受其烬，乃无有命矣。越王许诺，乃命诸稽郢行成于吴，曰：寡君勾践使下臣郢，不敢显然布币行礼，敢私告于下执事曰：‘昔者，越国见祸，得罪于天王，天王亲趋玉趾，以心孤句践，而又宥赦之。
13763,罢,7740,反归取之。及反，市罢，遂不得履。人曰：何不试之以足曰：宁信度，无自信也。,欲罢不能既竭吾才。
13764,罢,7741,及为吏以污贿不饬罢。,日暮，至豪民第门，捽使跪，数之曰：若为民不自谨，冒使君，杖汝，法也。敢用是为怨望，又投间蔑污使君，使罢。汝罪宜死，今姑贷汝。
13765,罢,7741,及为吏以污贿不饬罢。,若望仆不相师，而用流俗人之言，仆非敢如此也。仆虽罢驽，亦尝侧闻长者之遗风矣。顾自以为身残处秽，动而见尤，欲益反损，是以独郁悒而无谁语。
13766,罢,7741,若望仆不相师，而用流俗人之言，仆非敢如此也。仆虽罢驽，亦尝侧闻长者之遗风矣。顾自以为身残处秽，动而见尤，欲益反损，是以独郁悒而无谁语。,及为吏以污贿不饬罢。
13767,罢,7741,若望仆不相师，而用流俗人之言，仆非敢如此也。仆虽罢驽，亦尝侧闻长者之遗风矣。顾自以为身残处秽，动而见尤，欲益反损，是以独郁悒而无谁语。,日暮，至豪民第门，捽使跪，数之曰：若为民不自谨，冒使君，杖汝，法也。敢用是为怨望，又投间蔑污使君，使罢。汝罪宜死，今姑贷汝。
13768,把,7745,手把文书口称敕。,荆轲曰：愿得将军之首以献秦，秦王必喜而善见臣。臣左手把其袖，而右手揕其胸，然则将军之仇报，而燕国见陵之耻除矣。将军岂有意乎。
13769,把,7745,手把文书口称敕。,而或长烟一空，皓月千里，浮光跃金，静影沉璧，渔歌互答，此乐何极。登斯楼也，则有心旷神怡，宠辱偕忘，把酒临风，其喜洋洋者矣。嗟夫。
13770,把,7745,荆轲曰：愿得将军之首以献秦，秦王必喜而善见臣。臣左手把其袖，而右手揕其胸，然则将军之仇报，而燕国见陵之耻除矣。将军岂有意乎。,而或长烟一空，皓月千里，浮光跃金，静影沉璧，渔歌互答，此乐何极。登斯楼也，则有心旷神怡，宠辱偕忘，把酒临风，其喜洋洋者矣。嗟夫。
13771,把,7745,荆轲曰：愿得将军之首以献秦，秦王必喜而善见臣。臣左手把其袖，而右手揕其胸，然则将军之仇报，而燕国见陵之耻除矣。将军岂有意乎。,手把文书口称敕。
13772,把,7745,而或长烟一空，皓月千里，浮光跃金，静影沉璧，渔歌互答，此乐何极。登斯楼也，则有心旷神怡，宠辱偕忘，把酒临风，其喜洋洋者矣。嗟夫。,手把文书口称敕。
13773,把,7745,而或长烟一空，皓月千里，浮光跃金，静影沉璧，渔歌互答，此乐何极。登斯楼也，则有心旷神怡，宠辱偕忘，把酒临风，其喜洋洋者矣。嗟夫。,荆轲曰：愿得将军之首以献秦，秦王必喜而善见臣。臣左手把其袖，而右手揕其胸，然则将军之仇报，而燕国见陵之耻除矣。将军岂有意乎。
13774,跋,7749,跋前踬后动辄得咎。,然而公不见信于人，私不见助于友。跋前踬后，动辄得咎暂为御史，遂窜南夷。三年博士，冗不见治。
13775,拔,7750,是以先帝简拔以遗陛下。,过蒙拔擢宠命优渥。
13776,拔,7753,力拔山兮气盖世。,以丛草为林，以虫蚁为兽，以土砾凸者为邱，凹者为壑，神游其中，怡然自得。一日，见二虫斗草间，观之正浓，忽有庞然大物，拔山倒树而来，盖一癞蛤蟆也，舌一吐而二虫尽为所吞。余年幼，方出神，不觉呀然惊恐。
13777,拔,7753,项庄拔剑起舞。,力拔山兮气盖世。
